Mixture,Rings,Trophozoites 30,Trophozoites 36,Schizonts,P-value,Correlation,RMSE
GHC-017_output_filtered.bam,0,0.413524248276739,0.0760244566017175,0.510451295121543,0,0.13538240798254,1.08328114131717
JHC-001_output_filtered.bam,0,0.23664049928564,0.0823460584036727,0.681013442310687,0,0.130554768306763,1.13206325042352
