gene_id	GHC.006.output.filtered.bam	GHC.017.output.filtered.bam	GHC.022.output.filtered.bam	GHC.025.output.filtered.bam	JHC.001.output.filtered.bam	JHC.005.output.filtered.bam	SGH.003.output.filtered.bam	SGH.006.output.filtered.bam	SGH.007.output.filtered.bam	UHC.020.output.filtered.bam
PVP01_1443200	191	878	73	558	490	661	495	796	556	354
PVP01_0808300	58	201	31	92	93	168	40	100	90	264
PVP01_0936200	27	90	15	42	39	47	49	80	60	33
PVP01_1413500	22	102	11	69	43	174	52	32	70	206
PVP01_0533800	0	0	0	0	0	0	0	0	0	0
PVP01_0704000	687	3950	246	1916	1879	7524	1805	503	3421	2027
PVP01_0006400	0	0	0	0	0	0	0	0	0	0
PVP01_0519000	107	317	51	229	168	297	224	723	213	87
PVP01_0501100	16	28	6	36	17	65	12	12	11	46
PVP01_1122500	25	73	12	56	42	53	36	20	49	34
PVP01_1472000	35	153	2	35	96	112	49	18	69	42
PVP01_0722200	7	42	10	14	18	39	21	62	24	17
PVP01_0411900	10	41	8	7	11	53	11	90	12	17
PVP01_1249800	111	113	41	100	47	251	144	265	249	283
PVP01_1305400	483	1201	206	703	609	1534	752	492	1164	2640
PVP01_0407500	272	1270	96	898	813	1117	765	689	954	809
PVP01_0009870	0	0	0	0	0	0	0	0	0	0
PVP01_1445900	137	430	69	322	308	399	309	407	326	291
PVP01_0007600	0	0	0	0	0	0	0	0	0	0
PVP01_0004870	0	0	0	0	0	0	0	0	0	0
PVP01_1302300	333	966	107	759	787	820	736	657	977	925
PVP01_0903000	27	219	18	101	83	198	117	105	173	57
PVP01_1224000	110	702	38	296	389	577	291	312	514	253
PVP01_0725900	229	1061	67	634	581	497	502	474	635	456
PVP01_0003160	0	0	0	0	0	0	0	0	0	0
PVP01_0115300	13	44	15	21	17	19	15	55	34	58
PVP01_0221600	0	0	0	0	0	0	0	0	0	0
PVP01_1312700	7	3	3	1	4	9	4	52	7	36
PVP01_API03100	0	0	0	0	0	0	0	0	0	0
PVP01_0221400	0	0	0	0	0	0	0	0	0	0
PVP01_1104600	235	996	71	977	481	1442	775	510	784	410
PVP01_0002790	0	0	0	0	0	0	0	0	0	0
PVP01_1404400	272	716	127	359	318	750	471	447	701	969
PVP01_MIT03000	30	7	3	10	4	19	9	42	10	14
PVP01_0420600	10	42	4	2	17	24	9	2	25	22
PVP01_0008710	0	0	0	0	0	0	0	0	0	0
PVP01_0108000	65	127	41	82	89	116	69	439	106	101
PVP01_1458900	74	342	34	240	238	320	109	315	208	190
PVP01_0005590	0	0	0	0	0	0	0	0	0	0
PVP01_1022900	7	9	6	3	5	18	6	66	10	12
PVP01_0610500	90	142	42	77	112	280	183	230	190	205
PVP01_0513000	2384	6520	372	3636	7249	10348	4556	2443	6442	1716
PVP01_1322800	80	250	32	137	176	193	164	275	254	282
PVP01_1262000	14	46	3	3	6	27	18	40	9	21
PVP01_0001000	0	0	0	0	0	0	0	0	0	0
PVP01_0726900	8	4	1	0	2	9	0	83	1	8
PVP01_1437200	317	1316	99	782	808	899	507	352	830	618
PVP01_1203500	7	21	19	10	12	19	15	136	14	11
PVP01_0923800	1058	5682	276	4118	4340	5864	4030	1460	4408	4072
PVP01_1149200	0	0	0	0	0	0	0	0	0	0
PVP01_0011010	0	0	0	0	0	0	0	0	0	0
PVP01_1244000	38	252	14	53	77	107	91	179	139	83
PVP01_0708600	90	80	30	11	44	115	37	208	169	230
PVP01_0839600	0	0	0	0	0	0	0	0	0	0
PVP01_1409500	39	62	24	62	31	103	84	197	96	71
PVP01_0813000	52	192	30	142	93	206	115	126	119	187
PVP01_0905100	864	4090	195	2474	1689	4678	2006	1103	2508	988
PVP01_0401800	25	88	4	18	49	68	29	28	38	29
PVP01_1302100	125	666	77	556	471	872	431	297	485	289
PVP01_0916300	108	279	26	314	129	138	208	153	155	86
PVP01_1272900	0	0	0	0	0	0	0	0	0	0
PVP01_1133500	429	814	181	671	626	983	663	1066	742	1466
PVP01_0000220	0	0	0	0	0	0	0	0	0	0
PVP01_1101200	76	271	29	252	158	272	122	63	209	120
PVP01_1201500	10	27	8	22	17	34	10	39	19	31
PVP01_1101100	21	107	17	30	50	73	42	72	48	30
PVP01_1417000	141	469	56	388	304	438	353	316	352	169
PVP01_0502400	48	322	24	12	102	963	68	27	128	1206
PVP01_1216600	65	427	29	267	206	282	183	263	212	170
PVP01_0712900	214	869	58	837	518	630	466	697	391	199
PVP01_1451700	558	2065	237	1661	1190	1755	1573	2129	1646	880
PVP01_0000820	0	0	0	0	0	0	0	0	0	0
PVP01_0007840	0	0	0	0	0	0	0	0	0	0
PVP01_0620700	13	7	14	1	9	26	6	144	4	6
PVP01_0507300	64	442	51	229	224	371	85	347	141	160
PVP01_0824600	27	92	13	40	58	83	84	113	129	96
PVP01_1347300	0	0	0	0	0	0	0	0	0	0
PVP01_0716100	202	495	48	569	276	759	292	206	416	592
PVP01_1147900	44	128	4	196	25	164	73	13	112	20
PVP01_1345600	134	637	89	546	404	980	244	151	353	929
PVP01_0003060	0	0	0	0	0	0	0	0	0	0
PVP01_1318800	43	79	30	28	60	96	53	255	86	122
PVP01_0904200	372	629	82	721	791	758	723	648	963	518
PVP01_MIT00300	5	2	4	6	3	5	4	14	7	9
PVP01_1438500	32	61	39	9	31	68	22	110	31	320
PVP01_1032700	0	0	2	0	1	6	0	0	2	2
PVP01_1101900	6	11	4	2	3	7	8	38	9	4
PVP01_1004800	103	359	17	225	181	229	196	232	206	69
PVP01_1124700	132	275	47	174	133	326	233	452	220	171
PVP01_1431700	15	124	12	81	92	121	63	44	88	43
PVP01_0213100	39	71	12	43	67	102	51	142	98	45
PVP01_1332400	226	620	52	540	439	505	496	247	557	386
PVP01_1331700	348	994	155	562	496	967	574	1111	696	592
PVP01_0623800	205	373	79	386	329	424	381	515	483	351
PVP01_0301100	39	184	26	94	73	86	96	251	129	127
PVP01_0522700	18	71	6	36	23	114	38	69	33	224
PVP01_0527800	20	12	10	22	23	47	28	155	37	53
PVP01_0103600	21	25	22	21	18	51	34	203	32	171
PVP01_1336500	338	947	157	553	569	1142	554	631	667	2974
PVP01_1216100	48	83	34	18	41	116	42	201	90	150
PVP01_1022500	866	3188	478	2470	1905	3151	1759	4626	2488	1733
PVP01_0002550	0	0	0	0	0	0	0	0	0	0
PVP01_1306400	33	251	12	128	128	190	110	143	163	43
PVP01_0702700	48	65	56	11	28	136	36	524	31	192
PVP01_0817700	54	80	27	46	63	99	108	109	153	102
PVP01_1253500	144	429	75	346	228	530	343	295	393	358
PVP01_1213900	88	271	62	180	170	246	140	265	205	159
PVP01_0826800	76	335	31	173	196	364	150	170	316	94
PVP01_1337100	26	31	9	7	26	50	41	88	32	59
PVP01_0008530	0	0	0	0	0	0	0	0	0	0
PVP01_1133200	379	122	52	31	35	115	62	408	102	175
PVP01_1132400	60	335	20	260	148	298	129	227	185	224
PVP01_1110600	105	457	36	235	206	434	214	90	361	311
PVP01_0807400	987	2318	234	3139	2187	4283	2020	1399	1870	1028
PVP01_1106700	141	669	60	374	277	593	295	356	437	401
PVP01_0002230	0	0	0	0	0	0	0	0	0	0
PVP01_1273500	0	0	0	0	0	0	0	0	0	0
PVP01_1229200	179	412	111	327	243	408	410	1169	352	267
PVP01_1301900	292	698	109	372	451	654	473	811	718	531
PVP01_0949500	0	0	0	0	0	0	0	0	0	0
PVP01_0820500	106	81	39	37	20	106	93	534	49	65
PVP01_0705800	26	156	13	69	90	87	55	111	68	39
PVP01_1345900	390	952	148	1048	627	1056	720	351	1018	716
PVP01_1407000	11	28	5	6	9	35	10	33	14	21
PVP01_0600600	15	59	21	37	67	56	26	44	42	20
PVP01_0921000	46	176	31	110	86	121	109	254	144	114
PVP01_0939700	259	1143	159	883	813	1223	543	699	759	657
PVP01_0714800	279	370	167	156	317	541	237	460	429	3359
PVP01_1003200	411	1663	219	1430	1091	2738	966	452	1474	3031
PVP01_1031700	41	104	7	46	93	117	99	45	117	52
PVP01_0509300	123	446	67	314	303	619	243	647	319	237
PVP01_1030000	711	2798	176	4283	2445	3877	1901	714	1825	624
PVP01_1015500	22	6	12	2	5	28	7	135	6	55
PVP01_1229800	72	205	20	131	148	184	139	271	131	148
PVP01_0201000	2	9	2	8	23	17	4	14	5	3
PVP01_1303900	100	201	28	24	85	185	149	75	127	105
PVP01_0825900	36	62	31	21	31	65	41	112	45	325
PVP01_1002700	775	2009	194	1616	1349	1745	1407	1015	1725	1493
PVP01_0943300	73	731	22	391	546	180	190	220	396	91
PVP01_0001870	0	0	0	0	0	0	0	0	0	0
PVP01_0713400	53	264	39	137	177	650	80	118	131	775
PVP01_1116600	145	366	30	341	275	222	357	160	328	145
PVP01_0728700	30	122	15	87	76	115	84	72	75	40
PVP01_0007770	0	0	0	0	0	0	0	0	0	0
PVP01_0927300	68	268	29	208	133	214	106	158	162	132
PVP01_0723800	27	98	24	35	46	47	49	235	107	45
PVP01_1315700	233	762	148	459	335	1181	531	691	624	1064
PVP01_1013600	214	788	41	832	599	523	602	294	537	200
PVP01_0521900	20	24	1	25	17	41	21	14	18	25
PVP01_1210900	96	458	46	242	227	415	246	199	377	236
PVP01_0733600	61	24	68	2	49	70	9	238	40	435
PVP01_1470700	277	262	21	81	392	477	258	120	325	13
PVP01_0409200	110	556	46	323	300	537	362	334	575	218
PVP01_API01400	0	0	0	0	0	0	0	0	0	0
PVP01_1145100	200	739	106	479	401	723	476	915	635	475
PVP01_0812200	104	189	32	221	144	176	271	108	374	187
PVP01_1273700	0	0	0	0	0	0	0	0	0	0
PVP01_0107600	44	64	28	28	44	75	59	197	104	105
PVP01_0500800	2	9	0	0	2	0	4	5	1	2
PVP01_1114600	20	81	4	13	63	69	58	60	46	29
PVP01_1322500	219	912	78	770	525	804	538	876	384	316
PVP01_0212000	135	384	56	256	250	406	239	449	324	272
PVP01_1467700	36	155	27	47	65	136	50	262	89	70
PVP01_0611200	45	113	15	19	62	189	92	55	110	90
PVP01_1256400	264	1358	130	850	681	1747	685	334	970	1655
PVP01_0513100	9	70	4	13	27	35	37	56	27	22
PVP01_0000630	0	0	0	0	0	0	0	0	0	0
PVP01_0728000	55	175	23	72	54	142	98	116	123	117
PVP01_0930800	10	34	6	12	16	34	18	129	27	24
PVP01_1246100	105	301	43	316	267	326	281	147	291	324
PVP01_1347700	0	0	0	0	0	0	0	0	0	0
PVP01_1337900	908	2233	609	1775	1867	3412	1263	865	1374	17500
PVP01_0009290	0	0	0	0	0	0	0	0	0	0
PVP01_1417300	67	277	24	179	164	150	146	195	228	323
PVP01_1146700	305	797	93	847	756	1888	620	304	643	390
PVP01_1202800	434	1871	203	1130	1378	2208	892	874	1370	1250
PVP01_0115000	107	307	48	180	159	276	187	398	272	426
PVP01_1113200	67	306	12	253	217	384	178	71	197	96
PVP01_0621300	88	315	66	162	154	267	143	604	203	158
PVP01_0530500	36	175	17	48	124	263	41	37	84	115
PVP01_1439100	83	167	27	60	57	213	108	227	129	353
PVP01_0410500	0	0	0	0	0	0	0	0	0	0
PVP01_0001530	0	0	0	0	0	0	0	0	0	0
PVP01_1136500	14	41	12	14	22	23	29	47	12	58
PVP01_0010270	0	0	0	0	0	0	0	0	0	0
PVP01_0620500	29	107	6	75	56	63	43	149	53	33
PVP01_1245900	63	257	20	188	194	411	82	88	134	269
PVP01_1404800	51	125	34	42	44	109	51	81	141	144
PVP01_0211700	20	165	22	135	61	131	112	157	130	85
PVP01_0010450	0	0	0	0	0	0	0	0	0	0
PVP01_1457300	180	649	85	469	337	557	375	636	446	433
PVP01_MIT01500	1	1	0	0	1	0	0	8	1	3
PVP01_0007350	0	0	0	0	0	0	0	0	0	0
PVP01_1454100	24	27	24	6	10	41	26	122	34	32
PVP01_1129300	12	44	8	14	20	39	19	98	35	22
PVP01_0720100	92	397	57	247	170	320	266	500	267	152
PVP01_1123000	62	196	38	139	118	141	99	273	160	109
PVP01_API00900	0	0	0	0	0	0	0	0	0	0
PVP01_1258200	31	63	22	57	30	77	41	171	39	116
PVP01_0510500	61	130	37	126	64	176	96	253	111	147
PVP01_0218900	0	0	0	0	0	0	0	0	0	0
PVP01_1452900	360	335	177	214	351	708	359	504	752	1411
PVP01_0003600	0	0	0	0	0	0	0	0	0	0
PVP01_1326000	64	450	23	314	274	250	213	305	227	56
PVP01_1315400	27	114	7	93	69	86	95	121	57	40
PVP01_0002410	0	0	0	0	0	0	0	0	0	0
PVP01_1143100	90	223	50	155	107	246	182	473	230	133
PVP01_0004290	0	0	0	0	0	0	0	0	0	0
PVP01_0309800	334	1181	49	1194	857	1200	835	526	692	405
PVP01_1017200	261	701	107	293	406	641	489	945	598	1082
PVP01_0945400	0	0	0	0	0	0	0	0	0	0
PVP01_1139800	153	326	42	205	267	299	292	298	301	233
PVP01_0010350	0	0	0	0	0	0	0	0	0	0
PVP01_1326500	74	290	30	159	157	208	145	396	150	78
PVP01_0815700	15	17	7	3	1	38	13	183	11	17
PVP01_0005680	0	0	0	0	0	0	0	0	0	0
PVP01_0932000	296	1027	54	1246	711	928	720	515	807	295
PVP01_1126400	263	514	90	419	338	618	423	495	543	476
PVP01_0317200	58	214	47	166	227	146	150	335	136	110
PVP01_0725700	123	368	62	242	226	348	243	438	263	199
PVP01_1419000	35	56	20	20	19	68	56	45	110	66
PVP01_1447300	431	1370	171	639	1016	1457	1120	974	1434	2391
PVP01_0621200	67	126	39	59	45	142	46	552	63	219
PVP01_0307000	167	560	81	269	310	531	348	644	329	300
PVP01_0531600	44	31	5	12	34	84	39	5	38	22
PVP01_1413800	35	52	26	9	7	66	34	231	25	30
PVP01_1248800	34	80	12	40	44	111	43	31	132	128
PVP01_1241000	1132	4042	323	3274	2566	5213	2619	1531	3392	2468
PVP01_0422100	0	0	0	0	0	0	0	0	0	0
PVP01_0904900	126	209	62	76	116	187	118	193	201	552
PVP01_0933500	15	31	12	2	5	52	26	82	24	49
PVP01_0834300	129	429	29	557	445	321	457	291	306	128
PVP01_1229100	31	57	30	24	39	65	65	370	55	36
PVP01_0007300	0	0	0	0	0	0	0	0	0	0
PVP01_0935600	17	74	10	78	19	56	87	98	19	14
PVP01_1142400	34	148	30	16	43	96	20	324	66	77
PVP01_1428300	85	116	105	39	119	346	43	82	48	3455
PVP01_0008070	0	0	0	0	0	0	0	0	0	0
PVP01_1314400	47	160	29	143	77	175	90	140	122	56
PVP01_0402800	43	89	12	99	78	73	76	131	70	41
PVP01_1017600	32	115	9	75	67	66	82	156	69	30
PVP01_1404300	123	175	97	75	102	295	138	152	194	654
PVP01_0406900	19	17	16	5	10	22	9	201	12	52
PVP01_0404100	51	263	36	91	194	197	84	129	207	277
PVP01_1117600	40	156	28	85	93	162	74	172	104	52
PVP01_0007980	0	0	0	0	0	0	0	0	0	0
PVP01_0001360	0	0	0	0	0	0	0	0	0	0
PVP01_0807200	25	80	5	70	54	110	48	88	54	38
PVP01_1205900	10	39	6	34	26	23	8	57	32	18
PVP01_MIT02800	11	10	1	19	4	11	5	46	11	10
PVP01_0815300	216	1140	95	527	530	886	495	432	836	1138
PVP01_1005900	74	382	55	284	248	308	140	246	277	299
PVP01_0522900	36	273	29	139	165	220	128	174	148	79
PVP01_0927200	46	55	45	32	30	135	35	347	38	105
PVP01_1413000	17	93	15	88	42	54	38	116	44	16
PVP01_0804400	10	97	7	38	43	58	47	133	63	28
PVP01_0000330	0	0	0	0	0	0	0	0	0	0
PVP01_0002170	0	0	0	0	0	0	0	0	0	0
PVP01_0709900	122	481	66	310	240	398	243	462	276	249
PVP01_0003070	0	0	0	0	0	0	0	0	0	0
PVP01_1102000	5	13	4	18	15	29	16	11	31	8
PVP01_1032900	2	0	1	0	1	2	0	0	5	0
PVP01_0917600	106	256	48	70	81	237	163	412	194	163
PVP01_0409600	53	316	28	159	150	199	135	354	245	133
PVP01_0423900	0	0	0	0	0	0	0	0	0	0
PVP01_0412300	11	23	10	8	9	35	8	126	8	40
PVP01_0930200	567	2483	213	2183	1712	3924	1287	730	1735	2186
PVP01_1127900	3	17	1	1	1	5	1	19	18	10
PVP01_0419200	132	561	53	250	439	1020	201	158	332	201
PVP01_1013900	159	495	35	313	241	412	390	182	457	252
PVP01_1256600	274	894	159	599	435	1139	554	590	807	1439
PVP01_0002750	0	0	0	0	0	0	0	0	0	0
PVP01_0516600	164	836	71	545	552	820	413	650	510	397
PVP01_API00300	0	0	0	0	0	0	0	0	0	0
PVP01_1441900	57	63	30	46	56	114	87	138	102	318
PVP01_0613900	174	557	47	257	246	162	257	165	250	461
PVP01_1466300	7	20	4	14	12	18	31	54	20	18
PVP01_0003120	0	0	0	0	0	0	0	0	0	0
PVP01_0501500	4	23	6	5	20	12	7	15	15	7
PVP01_1429700	34	73	14	62	31	81	54	147	53	65
PVP01_1143700	34	106	16	85	80	83	82	178	61	59
PVP01_0531700	21	16	3	12	23	33	8	14	37	17
PVP01_1134000	20	20	15	9	11	58	22	162	5	338
PVP01_0810100	51	226	11	138	121	135	107	131	111	87
PVP01_1469000	11	5	11	0	17	27	0	8	3	287
PVP01_1002900	298	1113	67	1091	876	1035	748	739	774	431
PVP01_0111200	14	14	13	3	8	31	13	172	29	27
PVP01_0114800	102	252	74	189	199	279	156	511	169	395
PVP01_0931200	53	221	11	60	115	113	111	113	138	42
PVP01_0624400	42	62	23	30	28	84	26	105	27	677
PVP01_0812100	222	998	97	906	664	1154	523	412	602	1085
PVP01_0508500	26	103	26	68	76	199	83	175	84	802
PVP01_0300700	59	95	62	35	71	243	139	106	390	290
PVP01_1023700	14	74	17	50	49	43	38	124	42	44
PVP01_1205400	22	86	12	60	36	63	41	93	60	49
PVP01_0303100	13	29	12	15	8	37	24	190	19	12
PVP01_1233200	21	31	12	14	18	38	30	75	40	27
PVP01_0004760	0	0	0	0	0	0	0	0	0	0
PVP01_1123800	136	567	49	319	200	563	252	105	457	521
PVP01_0509800	84	267	14	47	104	385	136	54	132	822
PVP01_1138000	40	20	20	8	42	63	21	41	28	683
PVP01_0905200	95	493	35	282	178	152	234	265	210	97
PVP01_1119000	62	197	26	148	111	136	97	255	174	188
PVP01_0707400	78	431	34	151	170	253	189	331	321	220
PVP01_0604500	45	37	23	8	16	66	24	325	29	75
PVP01_0004480	0	0	0	0	0	0	0	0	0	0
PVP01_0837500	48	100	20	56	40	135	68	95	100	164
PVP01_1265800	26	83	15	57	35	82	56	175	32	38
PVP01_0607200	434	1943	215	1404	1135	2444	900	576	1526	832
PVP01_API05000	0	0	0	0	0	0	0	0	0	0
PVP01_0900300	20	119	10	59	53	94	51	20	44	27
PVP01_0528800	182	1229	107	667	450	803	446	990	566	218
PVP01_0700900	83	440	26	373	189	360	240	146	337	170
PVP01_1426600	979	3718	272	2258	2287	3903	2173	1024	3008	2092
PVP01_0929300	73	203	25	134	86	177	141	224	174	144
PVP01_0007400	0	0	0	0	0	0	0	0	0	0
PVP01_0318900	60	111	18	80	55	83	112	127	139	136
PVP01_1213200	61	142	9	109	78	165	71	183	71	158
PVP01_1316400	45	33	40	12	24	91	19	393	24	39
PVP01_1011600	139	420	69	269	266	478	274	325	388	773
PVP01_0003670	0	0	0	0	0	0	0	0	0	0
PVP01_1251000	178	664	57	460	280	1112	597	263	628	539
PVP01_0009700	0	0	0	0	0	0	0	0	0	0
PVP01_1236900	61	184	30	118	116	175	102	144	161	119
PVP01_0523000	18	30	18	13	17	34	42	116	35	49
PVP01_0106300	440	1932	136	1569	1255	2052	954	996	1288	2545
PVP01_0220400	0	0	0	0	0	0	0	0	0	0
PVP01_0701800	542	2073	184	1451	1151	2260	1103	884	1531	2131
PVP01_1107800	114	552	52	267	216	358	205	498	230	139
PVP01_0107200	2	17	4	10	19	5	6	25	11	10
PVP01_0704100	109	166	25	117	103	393	147	176	154	126
PVP01_1340800	209	708	103	282	463	875	341	471	574	579
PVP01_1257900	287	1440	60	1164	1080	1212	802	512	736	287
PVP01_1219700	71	137	22	44	87	109	72	159	140	224
PVP01_1456300	66	36	29	17	25	134	27	193	65	156
PVP01_0111700	64	157	34	112	120	249	117	146	156	129
PVP01_1104100	35	240	21	153	154	164	92	111	96	153
PVP01_1342100	170	713	66	520	310	566	448	682	554	246
PVP01_0931700	40	27	66	26	39	138	67	207	23	945
PVP01_1022000	93	71	68	67	91	204	86	120	210	559
PVP01_0005270	0	0	0	0	0	0	0	0	0	0
PVP01_0214900	24	33	9	9	18	38	28	73	73	77
PVP01_1440200	522	1422	94	1114	851	856	1012	391	1292	1049
PVP01_0002020	0	0	0	0	0	0	0	0	0	0
PVP01_0408100	16	16	10	9	11	23	21	115	7	9
PVP01_0314300	128	438	54	393	363	388	378	635	322	533
PVP01_1445600	17	57	39	32	23	114	36	166	42	100
PVP01_0302100	9	11	6	0	3	29	8	83	6	14
PVP01_0737600	0	0	0	0	0	0	0	0	0	0
PVP01_0424300	0	0	0	0	0	0	0	0	0	0
PVP01_1131100	44	214	32	152	150	159	103	417	87	49
PVP01_1119900	46	135	9	95	70	88	111	63	98	79
PVP01_0000860	0	0	0	0	0	0	0	0	0	0
PVP01_0114600	38	182	24	113	73	306	79	172	84	372
PVP01_0003720	0	0	0	0	0	0	0	0	0	0
PVP01_1201800	58	411	23	316	209	292	145	264	167	69
PVP01_0608200	14	31	1	23	27	26	21	10	16	4
PVP01_0215800	46	193	41	150	153	178	99	351	107	55
PVP01_1422200	22	30	19	8	5	43	17	159	15	17
PVP01_0316000	12	54	8	21	16	16	16	75	19	11
PVP01_1035400	0	0	0	0	0	0	0	0	0	0
PVP01_0526100	3	1	4	0	3	14	1	19	5	7
PVP01_0928900	58	228	19	156	137	163	124	182	129	67
PVP01_1251100	59	65	81	6	75	561	23	263	28	3035
PVP01_1225700	17	17	5	14	7	26	19	106	20	54
PVP01_1222400	14	57	6	31	21	37	33	70	26	21
PVP01_0823300	37	79	13	35	55	61	63	132	116	150
PVP01_0009150	0	0	0	0	0	0	0	0	0	0
PVP01_0941300	262	1266	103	679	676	1353	520	775	547	568
PVP01_1315900	14	103	11	56	39	88	66	127	59	66
PVP01_1025800	13	23	13	11	8	28	9	196	20	10
PVP01_0008030	0	0	0	0	0	0	0	0	0	0
PVP01_0001840	0	0	0	0	0	0	0	0	0	0
PVP01_0529400	528	973	224	729	1068	1942	712	1309	857	2397
PVP01_0819700	50	249	17	115	62	141	102	144	105	160
PVP01_0519800	29	200	28	77	70	114	104	236	91	72
PVP01_0707000	423	1605	191	1104	914	1739	887	931	1292	881
PVP01_1461100	266	1249	61	1058	780	1043	797	544	884	372
PVP01_1332300	187	673	109	302	284	625	454	732	549	602
PVP01_0200200	12	61	4	36	40	56	9	9	35	18
PVP01_1323600	404	1418	60	787	937	527	496	424	530	672
PVP01_0735900	0	0	0	0	0	0	0	0	0	0
PVP01_1149300	0	0	0	0	0	0	0	0	0	0
PVP01_1237700	10	20	11	4	7	40	12	126	12	124
PVP01_0205100	27	212	22	66	143	157	111	261	92	64
PVP01_0622400	79	160	32	56	107	118	118	146	160	407
PVP01_0007750	0	0	0	0	0	0	0	0	0	0
PVP01_0815500	46	132	39	57	62	98	75	171	53	53
PVP01_1225600	44	41	21	22	19	28	36	66	46	184
PVP01_0532300	8	10	1	0	0	8	5	7	4	35
PVP01_1459100	91	747	27	369	492	656	277	260	405	109
PVP01_0931900	152	440	45	492	244	323	284	386	327	93
PVP01_0507400	163	649	33	412	389	636	290	414	407	335
PVP01_1306100	260	669	118	446	415	793	500	691	673	562
PVP01_1211700	131	646	46	625	393	753	276	241	300	110
PVP01_1248300	183	447	59	149	223	377	279	261	392	788
PVP01_1239900	755	2642	203	1895	1622	2228	1581	1008	2166	1509
PVP01_0002290	0	0	0	0	0	0	0	0	0	0
PVP01_1105600	132	487	52	327	285	453	146	259	327	140
PVP01_1443400	140	463	53	381	322	295	334	582	334	155
PVP01_0004660	0	0	0	0	0	0	0	0	0	0
PVP01_0505700	488	2509	175	1888	1346	4189	990	698	1434	1320
PVP01_0415500	20	8	21	5	13	33	8	94	16	170
PVP01_0735600	33	187	3	73	124	125	35	31	0	15
PVP01_1145800	61	290	18	196	107	405	198	100	237	124
PVP01_1134200	158	190	101	128	198	475	132	563	234	2506
PVP01_1436300	1	14	3	14	3	40	5	30	7	196
PVP01_1147000	175	905	56	820	626	676	340	185	444	756
PVP01_0000140	0	0	0	0	0	0	0	0	0	0
PVP01_0622300	129	254	77	156	200	421	192	216	314	825
PVP01_0702500	92	295	43	170	132	244	162	280	183	185
PVP01_0422400	0	0	0	0	0	0	0	0	0	0
PVP01_1428800	242	932	81	520	449	536	420	380	742	562
PVP01_0918400	56	175	28	129	124	152	99	327	150	91
PVP01_MIT00200	1	3	0	2	2	1	2	9	3	5
PVP01_API01100	0	0	0	0	0	0	0	0	0	0
PVP01_0946200	0	0	0	0	0	0	0	0	0	0
PVP01_1305100	54	230	14	180	121	335	77	102	127	53
PVP01_1146000	62	263	31	167	109	358	143	146	236	176
PVP01_0009670	0	0	0	0	0	0	0	0	0	0
PVP01_0408600	39	102	27	42	44	82	66	236	70	37
PVP01_0212200	489	2620	224	1721	1191	2727	1538	1461	2237	1418
PVP01_0921300	208	769	61	693	607	613	426	451	500	247
PVP01_0713300	149	568	68	545	414	644	388	428	394	243
PVP01_0616100	47	30	25	17	23	36	48	73	84	102
PVP01_0009560	0	0	0	0	0	0	0	0	0	0
PVP01_1425300	53	106	33	42	31	413	70	304	67	898
PVP01_1403700	56	237	21	289	169	281	150	64	158	106
PVP01_0007010	0	0	0	0	0	0	0	0	0	0
PVP01_1022700	115	688	56	368	335	520	288	723	441	159
PVP01_0819900	180	613	41	379	427	470	343	251	479	487
PVP01_0217900	0	0	0	0	0	0	0	0	0	0
PVP01_1009900	100	201	31	236	94	167	166	258	233	162
PVP01_1018700	25	183	18	100	50	86	78	109	106	117
PVP01_1216700	203	878	63	623	515	489	464	565	583	288
PVP01_1029100	3	3	21	3	0	9	3	17	5	133
PVP01_1334200	760	2411	192	2069	1601	2072	1976	751	1847	817
PVP01_API00200	0	0	0	0	0	0	0	0	0	0
PVP01_1418300	12	66	5	29	25	24	18	60	40	18
PVP01_0619600	402	1090	158	1382	825	1361	1231	944	990	856
PVP01_1314500	26	124	10	64	60	61	64	195	70	48
PVP01_0422200	0	0	0	0	0	0	0	0	0	0
PVP01_1129000	22	25	11	22	9	38	22	106	32	17
PVP01_0105400	136	414	66	298	260	479	306	389	414	277
PVP01_0620800	27	91	30	51	33	76	53	217	51	27
PVP01_0102200	21	21	24	6	23	38	7	72	11	336
PVP01_0001480	0	0	0	0	0	0	0	0	0	0
PVP01_0007120	0	0	0	0	0	0	0	0	0	0
PVP01_0621800	44	132	29	39	60	157	91	402	86	45
PVP01_1204000	35	102	13	51	70	53	70	97	81	65
PVP01_0115400	51	307	37	153	169	378	187	260	199	160
PVP01_0000940	0	0	0	0	0	0	0	0	0	0
PVP01_0934700	342	1028	100	808	735	1143	692	385	842	1171
PVP01_1210000	45	142	18	118	85	163	142	149	112	84
PVP01_0216400	5	13	2	1	1	9	6	13	6	9
PVP01_0002510	0	0	0	0	0	0	0	0	0	0
PVP01_0201700	128	227	42	372	90	677	131	60	61	205
PVP01_0828600	103	342	35	194	247	331	244	216	197	174
PVP01_0501400	22	34	7	9	7	69	19	22	12	68
PVP01_1218100	32	189	11	45	75	168	71	32	158	236
PVP01_0010150	0	0	0	0	0	0	0	0	0	0
PVP01_1266700	570	1620	177	1706	1196	2240	1011	953	1142	822
PVP01_1328000	37	135	29	70	81	97	78	197	98	240
PVP01_0820900	68	235	28	130	166	227	143	138	194	280
PVP01_0104200	710	1978	135	2228	1292	1551	1632	1161	1569	790
PVP01_1237900	30	34	32	20	32	342	34	156	20	1058
PVP01_1333500	118	492	54	400	373	370	291	500	274	157
PVP01_0002470	0	0	0	0	0	0	0	0	0	0
