gene_id	GHC.006.output.filtered.bam	GHC.017.output.filtered.bam	GHC.022.output.filtered.bam	GHC.025.output.filtered.bam	JHC.001.output.filtered.bam	JHC.005.output.filtered.bam	SGH.003.output.filtered.bam	SGH.006.output.filtered.bam	SGH.007.output.filtered.bam	UHC.020.output.filtered.bam
PVP01_0924100	73	233	64	185	175	218	149	410	243	145
PVP01_1305600	47	38	15	2	11	49	22	222	49	119
PVP01_0200600	0	0	0	0	4	1	1	0	1	2
PVP01_0902800	56	127	8	77	94	50	102	93	91	68
PVP01_1115700	15	44	8	24	26	37	33	68	40	18
PVP01_1329300	119	551	65	571	349	671	336	368	391	230
PVP01_0007360	0	0	0	0	0	0	0	0	0	0
PVP01_0214700	49	129	15	92	84	123	95	120	126	49
PVP01_0007260	0	0	0	0	0	0	0	0	0	0
PVP01_0617300	166	812	64	407	411	1018	349	234	504	701
PVP01_1241600	57	210	22	113	102	136	89	100	147	117
PVP01_0104700	68	323	13	149	150	239	146	205	138	100
PVP01_0601900	37	245	17	132	164	145	125	222	135	49
PVP01_0003650	0	0	0	0	0	0	0	0	0	0
PVP01_1012600	121	383	81	266	235	308	259	539	344	237
PVP01_1314600	74	376	17	216	138	315	150	214	174	167
PVP01_1227100	87	101	58	56	47	161	74	582	125	66
PVP01_0005550	0	0	0	0	0	0	0	0	0	0
PVP01_1467300	107	188	36	155	109	162	155	453	125	167
PVP01_0405000	159	500	86	422	329	643	314	1049	320	214
PVP01_1226700	44	129	20	103	69	88	66	62	118	98
PVP01_1032300	13	97	4	30	47	44	17	13	40	26
PVP01_0010500	0	0	0	0	0	0	0	0	0	0
PVP01_1442300	288	2254	158	1247	1284	1855	942	570	1672	1442
PVP01_0719300	35	98	18	34	37	65	85	213	63	37
PVP01_0944200	0	0	0	0	0	0	0	0	0	0
PVP01_0104100	722	2530	327	1367	1151	2562	1227	1541	1793	3107
PVP01_1135400	72	242	34	141	119	212	148	202	178	224
PVP01_0946300	0	0	0	0	0	0	0	0	0	0
PVP01_0814400	300	784	194	610	500	1059	521	721	651	2047
PVP01_1449400	3	6	1	1	6	20	2	13	5	70
PVP01_1441100	71	200	26	112	94	244	164	200	202	162
PVP01_1260500	748	2767	214	2175	2147	2827	2177	1174	2011	1797
PVP01_1240800	42	27	24	4	17	56	34	224	34	105
PVP01_1245500	6	20	1	11	10	6	7	23	11	5
PVP01_1419500	31	59	10	8	15	58	40	77	29	53
PVP01_1329800	90	316	48	286	133	416	208	145	221	115
PVP01_0947600	0	0	0	0	0	0	0	0	0	0
PVP01_0703900	84	489	26	173	216	230	186	125	339	235
PVP01_0002920	0	0	0	0	0	0	0	0	0	0
PVP01_0010030	0	0	0	0	0	0	0	0	0	0
PVP01_1032800	0	0	0	0	0	0	0	1	1	1
PVP01_1420300	232	460	67	104	174	559	265	391	368	502
PVP01_1410700	165	268	68	171	153	427	213	223	286	1098
PVP01_0008960	0	0	0	0	0	0	0	0	0	0
PVP01_API01700	0	0	0	0	0	0	0	0	0	0
PVP01_1032100	8	33	0	7	23	24	2	0	10	11
PVP01_0004730	0	0	0	0	0	0	0	0	0	0
PVP01_0207000	56	182	19	126	183	177	198	168	241	85
PVP01_1227000	51	29	19	22	20	58	9	165	15	9
PVP01_1216200	88	126	59	24	50	225	67	200	187	412
PVP01_0920900	69	220	53	111	74	143	120	308	194	97
PVP01_1432300	230	676	69	559	339	690	455	350	552	297
PVP01_0945900	0	0	0	0	0	0	0	0	0	0
PVP01_1246400	101	341	57	181	211	279	196	192	274	218
PVP01_0002800	0	0	0	0	0	0	0	0	0	0
PVP01_1343300	273	991	73	595	693	1075	586	270	851	624
PVP01_0506900	62	164	27	106	117	186	96	118	152	180
PVP01_0802200	122	231	39	241	113	341	353	104	234	169
PVP01_0826200	5	22	1	4	29	6	8	8	6	2
PVP01_1414400	152	384	66	244	239	414	326	461	300	278
PVP01_0943800	0	0	0	0	0	0	0	0	0	0
PVP01_0112400	4	6	0	2	5	6	2	0	0	2
PVP01_1272400	0	0	0	0	0	0	0	0	0	0
PVP01_0009880	0	0	0	0	0	0	0	0	0	0
PVP01_0713200	24	190	18	119	85	113	76	79	88	148
PVP01_0722500	296	1175	137	452	720	803	414	521	570	1548
PVP01_API01200	0	0	0	0	0	0	0	0	0	0
PVP01_0319600	415698	1067928	87694	1044986	723807	1012517	762182	264119	1561353	1068607
PVP01_1018000	44	143	22	51	86	170	115	103	128	114
PVP01_1308300	20	137	13	119	64	138	81	98	86	86
PVP01_0734900	11	10	3	4	3	12	2	6	1	3
PVP01_0401100	2	9	2	0	0	13	6	9	7	12
PVP01_1124800	98	938	25	655	367	980	335	265	421	644
PVP01_0715000	34	65	16	76	33	83	57	97	70	53
PVP01_1407100	16	22	9	9	12	27	15	126	21	39
PVP01_1271500	0	0	0	0	0	0	0	0	0	0
PVP01_1271600	0	0	0	0	0	0	0	0	0	0
PVP01_1343000	153	551	55	359	333	395	377	351	400	285
PVP01_0529900	4	25	2	12	14	26	20	15	19	28
PVP01_1472300	3	12	1	0	0	12	0	2	3	3
PVP01_1336300	11	30	8	5	1	27	12	75	14	26
PVP01_0731700	49	129	38	35	88	229	77	153	131	110
PVP01_1208300	100	151	54	93	77	171	120	213	162	272
PVP01_0800200	107	298	52	121	185	190	317	318	377	279
PVP01_0106200	266	1268	56	767	714	659	508	679	693	280
PVP01_0301700	7	28	9	8	24	38	16	114	16	11
PVP01_1444100	76	336	36	147	203	211	232	291	336	62
PVP01_0521600	137	683	40	838	566	1183	215	186	277	244
PVP01_1407500	61	286	13	202	180	232	141	139	215	84
PVP01_0007290	0	0	0	0	0	0	0	0	0	0
PVP01_0948500	0	0	0	0	0	0	0	0	0	0
PVP01_0415800	226	1411	181	484	655	1254	570	836	778	1057
PVP01_0006650	0	0	0	0	0	0	0	0	0	0
PVP01_0518600	78	275	59	154	209	350	126	174	175	401
PVP01_1270200	63	270	26	136	117	265	108	64	184	333
PVP01_1128600	7	15	2	21	10	15	21	42	17	6
PVP01_1428200	189	518	81	243	198	429	337	473	437	451
PVP01_0816800	3585	10820	258	16295	12562	10333	11864	6697	4899	1430
PVP01_1339400	85	235	26	176	117	179	127	140	186	108
PVP01_1344800	5	2	6	0	3	12	0	76	3	7
PVP01_0005720	0	0	0	0	0	0	0	0	0	0
PVP01_0003460	0	0	0	0	0	0	0	0	0	0
PVP01_0901500	96	352	19	334	207	306	233	183	277	106
PVP01_0822100	10	4	11	0	6	18	2	72	7	58
PVP01_0510200	34	139	17	53	90	107	30	151	71	86
PVP01_0824100	27	110	13	82	84	99	65	106	71	202
PVP01_0005230	0	0	0	0	0	0	0	0	0	0
PVP01_1247100	85	251	28	78	152	204	92	122	184	177
PVP01_0002880	0	0	0	0	0	0	0	0	0	0
PVP01_1006000	7	21	4	42	19	30	9	29	26	26
PVP01_0602200	126	396	56	176	166	397	263	332	288	556
PVP01_0207600	61	113	31	55	77	80	106	190	150	54
PVP01_0803300	47	237	18	186	61	173	120	138	142	101
PVP01_0401900	13	53	3	31	71	54	15	19	32	20
PVP01_1007200	913	4012	212	3627	2277	3256	2575	2003	2537	931
PVP01_1009100	80	35	33	21	22	45	26	236	55	426
PVP01_1131300	12	33	10	22	11	20	16	172	12	7
PVP01_0006120	0	0	0	0	0	0	0	0	0	0
PVP01_0622200	123	325	65	190	260	263	181	529	270	398
PVP01_1143400	107	576	78	327	489	1255	283	219	554	471
PVP01_0414200	11	1	18	0	30	31	7	57	16	370
PVP01_1221400	18	63	10	19	22	29	34	90	18	16
PVP01_0827500	2	2	0	3	1	2	5	31	3	1
PVP01_0712800	27	18	35	8	5	42	2	168	6	54
PVP01_1328400	212	983	58	581	604	700	431	598	625	345
PVP01_1410000	74	270	39	127	129	495	117	144	168	407
PVP01_0613500	68	262	20	176	100	163	165	128	158	114
PVP01_0719200	31	52	14	25	21	28	54	145	28	49
PVP01_1432600	158	473	80	295	307	539	246	216	466	892
PVP01_0906700	35	135	17	96	65	234	79	70	94	43
PVP01_0731200	129	480	54	316	393	283	346	381	375	602
PVP01_0004270	0	0	0	0	0	0	0	0	0	0
PVP01_0729200	153	482	72	385	325	393	382	315	402	382
PVP01_0007280	0	0	0	0	0	0	0	0	0	0
PVP01_0002340	0	0	0	0	0	0	0	0	0	0
PVP01_1443900	133	663	68	572	385	747	374	465	412	230
PVP01_1103000	25	97	15	49	36	92	30	161	37	34
PVP01_0735700	16	44	5	34	6	47	12	21	26	15
PVP01_1209000	123	614	43	341	241	377	273	286	421	209
PVP01_1211100	45	344	23	147	130	224	160	189	171	85
PVP01_0307100	147	892	68	466	428	723	426	658	321	569
PVP01_1402300	34	89	11	60	21	143	54	38	63	498
PVP01_1223300	30	140	17	107	94	100	120	155	123	32
PVP01_0731400	79	124	68	51	112	132	87	409	75	515
PVP01_0600800	16	127	15	45	58	83	41	41	62	33
PVP01_1034100	0	0	0	0	0	0	0	0	0	0
PVP01_0008920	0	0	0	0	0	0	0	0	0	0
PVP01_0623100	143	340	56	289	265	352	377	473	408	241
PVP01_0010620	0	0	0	0	0	0	0	0	0	0
PVP01_0943200	52	543	10	407	383	325	172	97	301	77
PVP01_1338200	51	226	29	118	99	173	155	187	193	98
PVP01_1274400	0	0	0	0	0	0	0	0	0	0
PVP01_0931500	112	99	61	54	71	163	92	551	148	317
PVP01_1021800	55	41	23	3	31	73	44	224	126	204
PVP01_0119700	0	0	0	0	0	0	0	0	0	0
PVP01_0522600	111	465	60	282	416	543	133	143	282	487
PVP01_0610800	7	5	2	2	9	12	8	30	6	40
PVP01_1008600	304	804	92	641	470	1315	486	390	545	552
PVP01_0609000	11	77	5	31	42	179	29	25	31	63
PVP01_1417600	106	360	34	231	178	231	192	332	196	95
PVP01_0830100	300	2007	60	626	1374	1335	1064	791	748	361
PVP01_1243900	114	503	45	139	247	333	249	437	373	251
PVP01_1034600	0	0	0	0	0	0	0	0	0	0
PVP01_1448400	229	1325	65	764	897	1019	590	598	711	506
PVP01_0415400	12	28	17	4	11	64	18	135	7	46
PVP01_1262800	113	393	22	443	259	368	328	159	280	98
PVP01_1220400	91	400	51	199	154	404	182	153	296	210
PVP01_1242700	80	61	34	36	38	145	89	98	160	154
PVP01_1200500	10	108	8	74	135	1827	33	31	87	1939
PVP01_1468900	296	86	328	5	226	514	23	84	120	6694
PVP01_1268100	12	32	8	11	5	38	12	51	18	81
PVP01_1438600	252	540	90	266	267	470	238	413	327	837
PVP01_0620400	282	344	172	269	308	721	219	342	433	4077
PVP01_1310800	323	1025	142	672	614	1126	705	929	810	673
PVP01_1243300	29	56	15	18	24	107	43	61	102	82
PVP01_1242100	35	75	18	39	24	76	60	196	65	57
PVP01_0610200	104	140	35	52	56	127	168	199	67	254
PVP01_1323400	54	112	30	41	61	137	98	174	93	127
PVP01_0403200	81	340	30	272	207	272	219	247	258	260
PVP01_1423100	21	81	21	93	59	205	51	33	76	132
PVP01_1022200	97	468	82	476	358	505	306	452	334	287
PVP01_1425000	44	187	25	113	104	219	123	133	149	107
PVP01_0620000	1222	3684	216	4314	3443	3497	2677	1496	2960	1140
PVP01_0522800	8	44	13	7	15	61	17	63	8	50
PVP01_0004540	0	0	0	0	0	0	0	0	0	0
PVP01_0309400	3	10	5	10	6	8	26	54	15	5
PVP01_1421000	139	446	69	446	344	687	313	181	355	1261
PVP01_0009420	0	0	0	0	0	0	0	0	0	0
PVP01_API02700	0	0	0	0	0	0	0	0	0	0
PVP01_1107500	27	47	10	38	26	41	71	136	27	17
PVP01_0103100	57	214	23	184	97	59	139	107	128	167
PVP01_0301800	8	26	7	3	4	26	12	73	7	40
PVP01_0732400	9	21	6	4	9	41	13	38	16	16
PVP01_1308900	12	48	12	39	35	56	23	40	37	65
PVP01_0521400	203	1074	27	1310	1173	1930	494	349	505	294
PVP01_0108200	403	1445	88	1472	1399	1652	974	752	1083	560
PVP01_1004500	363	1134	158	715	691	883	747	552	956	941
PVP01_0009710	0	0	0	0	0	0	0	0	0	0
PVP01_0423600	0	0	0	0	0	0	0	0	0	0
PVP01_0003610	0	0	0	0	0	0	0	0	0	0
PVP01_1217700	78	356	39	218	157	379	167	338	235	141
PVP01_1221700	72	159	20	128	157	176	146	256	202	211
PVP01_1132700	156	438	54	292	168	264	180	539	242	158
PVP01_1462600	54	114	29	97	83	163	123	311	138	122
PVP01_1121900	16	14	12	4	9	29	16	75	28	53
PVP01_1104000	38	301	32	266	255	564	122	121	171	260
PVP01_1440700	146	155	37	208	108	211	59	268	122	533
PVP01_1028800	4	2	29	35	67	13	44	12	4	670
PVP01_0710500	121	568	51	323	327	554	317	633	256	196
PVP01_1425200	166	363	46	262	402	685	356	268	355	112
PVP01_0007650	0	0	0	0	0	0	0	0	0	0
PVP01_1273600	0	0	0	0	0	0	0	0	0	0
PVP01_0737300	0	0	0	0	0	0	0	0	0	0
PVP01_0008590	0	0	0	0	0	0	0	0	0	0
PVP01_0613200	75	322	35	162	152	322	156	384	213	120
PVP01_0530700	184	588	64	361	400	837	643	414	543	364
PVP01_1212800	20	47	11	3	20	28	27	72	66	54
PVP01_0522400	16	45	4	11	33	586	19	1	0	65
PVP01_0718900	117	404	39	427	246	226	370	373	363	287
PVP01_0002090	0	0	0	0	0	0	0	0	0	0
PVP01_0007640	0	0	0	0	0	0	0	0	0	0
PVP01_0203700	117	494	46	285	346	404	261	257	440	162
PVP01_0005740	0	0	0	0	0	0	0	0	0	0
PVP01_0716200	253	660	51	473	431	430	359	300	552	659
PVP01_1203000	27	79	25	9	41	150	56	135	87	74
PVP01_1022300	34	214	20	118	107	154	103	184	157	93
PVP01_1211800	23	101	5	31	66	74	67	72	39	50
PVP01_1316100	769	2084	259	1572	1274	1665	1425	1863	1749	1770
PVP01_0518800	13	17	19	7	8	29	12	156	21	17
PVP01_1245700	66	257	27	142	123	274	126	170	200	133
PVP01_0112800	52	70	27	37	17	141	89	296	39	131
PVP01_0304000	368	885	184	369	475	962	601	1232	803	1053
PVP01_0000120	0	0	0	0	0	0	0	0	0	0
PVP01_1113100	6	49	10	35	31	43	25	72	23	9
PVP01_0004020	0	0	0	0	0	0	0	0	0	0
PVP01_1260900	226	1007	92	616	434	1102	421	172	500	1121
PVP01_0106900	81	283	40	226	160	266	124	425	153	55
PVP01_1258600	209	1221	96	613	599	868	414	478	579	955
PVP01_1430600	80	178	29	42	47	204	114	162	238	176
PVP01_1264700	23	24	20	14	13	36	31	189	23	145
PVP01_1267900	355	1221	173	893	710	1569	701	734	868	1754
PVP01_0935000	505	1827	142	974	792	1464	1037	613	1335	1097
PVP01_0535200	0	0	0	0	0	0	0	0	0	0
PVP01_0403400	142	385	32	319	274	399	322	234	263	149
PVP01_0524600	72	286	29	169	108	351	114	102	204	116
PVP01_0418200	80	193	56	54	54	193	79	573	75	140
PVP01_1140700	119	395	54	275	261	348	265	374	288	249
PVP01_0000030	0	0	0	0	0	0	0	0	0	0
PVP01_0002600	0	0	0	0	0	0	0	0	0	0
PVP01_0415700	114	330	34	193	236	253	218	331	216	103
PVP01_1228900	79	231	24	229	235	240	184	200	244	191
PVP01_1033800	0	0	0	0	0	0	0	0	0	0
PVP01_1333000	149	464	36	333	214	329	274	136	395	231
PVP01_0514500	195	664	90	458	406	592	343	594	392	467
PVP01_1231200	31	65	18	14	27	90	28	88	108	63
PVP01_0105500	102	434	59	320	295	480	192	313	245	333
PVP01_1237200	1417	4816	288	5954	3908	4225	3724	2423	3152	1485
PVP01_0708200	88	73	26	45	75	137	77	204	150	147
PVP01_0800500	26	16	10	1	8	6	11	15	7	116
PVP01_0110300	214	965	96	656	734	894	497	1188	474	556
PVP01_0716700	74	155	26	79	57	142	86	144	161	296
PVP01_1416300	325	1057	99	770	916	1148	798	650	801	697
PVP01_1439700	42	118	24	68	73	108	73	137	120	173
PVP01_1423700	23	17	23	6	23	48	27	155	19	57
PVP01_1120500	11	16	20	4	26	79	9	36	5	707
PVP01_1108700	60	381	11	228	169	199	107	155	148	193
PVP01_0006250	0	0	0	0	0	0	0	0	0	0
PVP01_0511300	78	669	47	304	339	519	241	433	329	223
PVP01_0915600	259	497	173	262	294	578	327	979	566	1254
PVP01_1138600	17	41	13	28	21	41	23	100	30	62
PVP01_1222200	5	21	8	11	8	19	12	49	12	19
PVP01_0511600	88	422	29	392	223	250	271	303	259	147
PVP01_1412200	38	149	20	37	53	206	59	129	52	78
PVP01_1410100	128	426	37	260	200	503	203	171	310	215
PVP01_1217400	114	383	35	281	207	240	215	184	280	182
PVP01_1144500	32	127	16	109	39	86	100	101	82	94
PVP01_0110800	104	537	49	458	286	799	225	271	267	1075
PVP01_0703400	62	214	29	231	108	176	140	148	151	128
PVP01_1034000	0	0	0	0	0	0	0	0	0	0
PVP01_1006900	56	194	27	146	96	174	118	138	204	131
PVP01_0721300	328	1368	174	819	720	1188	732	1381	859	1131
PVP01_0832700	98	365	54	313	225	571	242	244	375	194
PVP01_0213800	585	953	258	923	800	955	622	1299	1170	1423
PVP01_0318400	3	13	2	4	3	8	1	73	3	9
PVP01_1124400	52	117	17	92	64	153	80	134	102	115
PVP01_1003900	7	6	9	0	11	7	4	64	5	3
PVP01_0103500	19	37	19	28	14	30	16	32	23	102
PVP01_1341900	277	975	78	795	498	1104	583	313	737	445
PVP01_1245300	23	37	14	5	7	38	21	128	13	28
PVP01_0713000	22	17	15	6	14	30	18	54	32	187
PVP01_1234500	41	50	18	12	25	87	50	144	26	89
PVP01_1214100	96	294	26	286	186	356	245	192	144	86
PVP01_0941900	4	6	4	4	0	3	3	21	1	8
PVP01_0935700	47	92	14	39	23	62	112	89	61	62
PVP01_1327600	47	194	62	81	89	190	120	381	152	220
PVP01_0730200	45	114	21	64	77	94	86	110	153	168
PVP01_0010130	0	0	0	0	0	0	0	0	0	0
PVP01_0000670	0	0	0	0	0	0	0	0	0	0
PVP01_0311400	15	18	13	1	4	13	4	180	13	31
PVP01_0113700	37	225	20	98	131	177	118	238	182	148
PVP01_0619900	53	47	24	22	41	122	32	324	58	142
PVP01_1422700	350	1465	92	1040	805	1578	777	572	1091	443
PVP01_0003660	0	0	0	0	0	0	0	0	0	0
PVP01_1023900	124	85	91	84	105	493	115	693	97	2496
PVP01_0214100	11	17	12	5	10	18	14	67	15	38
PVP01_0933200	208	1038	75	763	862	1354	636	521	588	323
PVP01_0506000	138	635	43	514	316	586	349	378	422	333
PVP01_0007270	0	0	0	0	0	0	0	0	0	0
PVP01_1232000	35	155	17	66	123	118	98	154	129	121
PVP01_0624900	2	13	3	4	9	8	5	6	2	1
PVP01_0002940	0	0	0	0	0	0	0	0	0	0
PVP01_0413600	37	28	22	7	30	71	14	237	22	328
PVP01_1231600	29	61	8	30	26	58	44	112	51	71
PVP01_0007060	0	0	0	0	0	0	0	0	0	0
PVP01_0001010	0	0	0	0	0	0	0	0	0	0
PVP01_0910500	0	0	0	0	0	0	0	0	0	0
PVP01_0002450	0	0	0	0	0	0	0	0	0	0
PVP01_0006530	0	0	0	0	0	0	0	0	0	0
PVP01_1429200	59	120	15	102	57	86	104	178	104	30
PVP01_0614400	267	193	154	137	287	526	131	162	357	2268
PVP01_1137400	505	1833	230	1401	1205	1584	1053	1121	1327	1528
PVP01_1264500	78	237	45	164	141	330	174	158	184	93
PVP01_0917200	200	485	98	339	261	457	244	220	497	600
PVP01_0618600	86	486	47	288	284	439	192	221	292	188
PVP01_0002860	0	0	0	0	0	0	0	0	0	0
PVP01_0304500	163	1218	73	781	707	951	510	600	565	271
PVP01_1219000	248	948	76	691	890	626	574	340	824	815
PVP01_0105800	103	437	49	313	246	399	227	597	228	156
PVP01_0001960	0	0	0	0	0	0	0	0	0	0
PVP01_0834500	111	351	27	204	250	322	204	203	215	96
PVP01_0011160	0	0	0	0	0	0	0	0	0	0
PVP01_0423200	0	0	0	0	0	0	0	0	0	0
PVP01_0502600	13	19	4	10	7	14	12	30	8	11
PVP01_0819200	22	27	25	10	14	45	24	205	30	29
PVP01_0116300	151	770	97	557	341	701	433	479	533	696
PVP01_0709800	739	2171	211	1648	1636	2134	1504	1418	1748	1460
PVP01_0602100	59	231	11	121	114	193	154	84	191	79
PVP01_1013400	22	74	15	14	24	86	39	105	59	102
PVP01_0726100	608	72	441	73	583	567	75	167	388	8311
PVP01_1021100	226	784	70	320	340	566	429	463	558	345
PVP01_1238300	143	516	55	512	264	459	386	441	403	428
PVP01_0505200	17	20	8	9	9	16	21	62	5	15
PVP01_1435800	17	28	11	19	22	60	22	81	29	91
PVP01_1319300	49	247	33	86	140	281	110	269	187	136
PVP01_1143200	41	163	9	153	94	85	127	156	115	137
PVP01_1131600	18	20	11	14	22	37	23	43	30	75
PVP01_1023400	6	3	1	1	5	3	3	50	5	6
PVP01_1127400	59	479	41	194	246	194	201	337	233	100
PVP01_0926300	5	25	6	37	23	30	26	83	24	16
PVP01_1300100	4	28	5	1	6	31	10	12	14	28
PVP01_0302800	175	888	82	578	445	738	392	410	524	486
PVP01_1265600	98	576	46	474	331	574	376	223	362	218
PVP01_0007050	0	0	0	0	0	0	0	0	0	0
PVP01_0915000	125	356	60	298	210	323	306	367	411	529
PVP01_0009220	0	0	0	0	0	0	0	0	0	0
PVP01_1319800	20	68	9	41	37	45	34	72	46	43
PVP01_1112900	354	1207	151	907	606	1085	682	987	917	701
PVP01_0007410	0	0	0	0	0	0	0	0	0	0
PVP01_0218700	0	0	0	0	0	0	0	0	0	0
PVP01_0715900	142	535	41	194	390	321	314	382	374	156
PVP01_0007320	0	0	0	0	0	0	0	0	0	0
PVP01_0506500	44	258	32	287	123	277	188	251	163	134
PVP01_0910000	46	289	45	151	140	304	148	175	127	451
PVP01_1264400	396	1404	141	1092	839	1203	758	690	881	619
PVP01_0712600	19	76	12	13	24	71	29	89	30	69
PVP01_0417500	118	101	73	19	97	154	42	136	126	1139
PVP01_0202700	3369	4925	166	25387	11409	3747	14001	2970	4746	930
PVP01_0009200	0	0	0	0	0	0	0	0	0	0
PVP01_1266000	68	267	18	217	117	256	224	200	194	114
PVP01_0513200	78	354	29	187	250	311	125	205	160	75
PVP01_1270500	68	47	41	8	47	69	26	37	48	402
PVP01_0002650	0	0	0	0	0	0	0	0	0	0
PVP01_0215600	93	93	67	29	36	177	47	758	64	331
PVP01_1127100	47	247	10	150	88	273	98	79	69	49
PVP01_1133700	393	2247	155	1801	1497	2562	942	1541	1232	2478
PVP01_1456700	98	262	33	246	183	312	237	177	237	302
PVP01_1257200	44	160	23	120	112	196	106	146	121	150
PVP01_1336000	62	285	33	179	99	234	167	157	225	121
PVP01_0831100	110	310	20	294	158	358	220	158	328	134
PVP01_0115800	92	168	86	93	94	216	133	782	237	347
PVP01_1111500	215	474	112	421	196	1069	744	134	1017	727
PVP01_1102200	3	6	3	2	2	6	2	28	6	3
PVP01_0005620	0	0	0	0	0	0	0	0	0	0
PVP01_0826400	99	353	57	115	155	284	108	169	144	308
PVP01_0313200	74	213	24	58	72	166	123	172	119	103
PVP01_1129400	20	57	14	23	39	63	19	118	40	23
PVP01_0933000	65	130	35	70	80	110	95	207	148	136
PVP01_0320100	77	117	15	35	59	294	105	23	154	70
PVP01_0003770	0	0	0	0	0	0	0	0	0	0
PVP01_1138800	36	93	22	46	38	58	50	225	62	81
PVP01_0531300	13	41	7	10	30	39	14	30	16	9
PVP01_0607600	0	166	16	60	79	47	20	31	86	74
PVP01_1259100	327	929	76	996	715	800	777	667	637	328
PVP01_1271300	0	0	0	0	0	0	0	0	0	0
PVP01_1259700	53	213	14	175	90	188	136	91	155	94
PVP01_0809000	83	157	21	89	97	129	131	63	176	210
PVP01_1436200	131	621	79	361	350	734	206	201	430	765
PVP01_0009470	0	0	0	0	0	0	0	0	0	0
PVP01_1429900	106	275	32	211	161	212	205	167	232	169
PVP01_1239400	31	146	15	73	39	271	54	79	64	313
PVP01_0839300	5	40	3	16	13	13	9	8	14	1
PVP01_1268700	3	3	5	1	6	8	3	36	1	7
PVP01_0003210	0	0	0	0	0	0	0	0	0	0
PVP01_1227500	86	335	41	180	185	186	195	580	210	108
PVP01_0527900	52	123	21	81	51	60	102	208	110	122
PVP01_0000050	0	0	0	0	0	0	0	0	0	0
PVP01_0944900	0	0	0	0	0	0	0	0	0	0
PVP01_0840000	0	0	0	0	0	0	0	0	0	0
PVP01_1455600	400	1662	113	1277	1163	1167	850	862	993	530
PVP01_1268900	18	17	9	6	6	25	11	154	12	29
PVP01_1000100	66	124	11	155	46	53	403	66	107	46
PVP01_0208300	42	66	43	30	27	86	30	471	79	80
PVP01_0717300	63	145	24	75	70	211	129	311	201	84
PVP01_1002000	102	359	97	126	189	375	176	180	303	1070
PVP01_0836500	14	34	3	26	23	45	22	48	21	30
PVP01_0920600	289	1254	113	636	759	1547	544	609	741	454
PVP01_1135600	310	1194	71	1199	1126	1325	830	895	1137	367
PVP01_0938300	35	22	24	8	18	57	13	145	13	285
PVP01_1446300	31	418	23	236	199	220	188	233	146	46
PVP01_0010910	0	0	0	0	0	0	0	0	0	0
PVP01_0004590	0	0	0	0	0	0	0	0	0	0
PVP01_1253400	325	878	115	591	501	933	565	373	748	665
PVP01_0005280	0	0	0	0	0	0	0	0	0	0
PVP01_0106800	82	232	29	127	139	238	126	252	186	113
PVP01_1024900	155	528	86	364	368	452	305	548	371	451
PVP01_1411300	85	64	58	33	78	816	39	77	71	5497
PVP01_1310200	142	338	75	236	222	368	252	667	327	204
PVP01_0004250	0	0	0	0	0	0	0	0	0	0
PVP01_0613400	52	206	26	90	77	224	147	233	158	99
PVP01_1462400	63	300	28	224	114	187	155	133	152	94
PVP01_0824000	194	691	28	599	493	553	577	359	542	266
PVP01_1250700	42	54	28	6	16	69	36	180	84	141
PVP01_0617800	111	626	56	318	299	620	258	326	387	239
PVP01_0927600	32	100	19	17	49	85	66	85	102	97
PVP01_1414200	6	12	7	6	10	32	6	56	8	98
PVP01_1461900	87	211	47	121	115	248	131	276	238	243
PVP01_0008100	0	0	0	0	0	0	0	0	0	0
PVP01_1443500	58	248	12	168	120	270	134	158	170	109
PVP01_1434800	741	1136	136	2093	1172	2029	1878	467	1903	1166
PVP01_1036000	0	0	0	0	0	0	0	0	0	0
PVP01_1203600	176	629	54	508	470	701	357	546	392	301
PVP01_0523300	117	161	48	76	102	125	96	81	218	355
PVP01_0411700	5	31	8	21	29	31	40	41	30	29
PVP01_0108600	55	236	31	171	223	232	133	246	252	62
PVP01_0944100	0	0	0	0	0	0	0	0	0	0
PVP01_0219100	0	0	0	0	0	0	0	0	0	0
PVP01_0939300	10	137	9	17	38	65	33	45	43	23
PVP01_0213700	25	109	17	68	42	77	66	106	83	146
PVP01_1404000	49	247	6	218	129	167	65	54	88	52
PVP01_0503100	118	219	38	175	134	211	213	240	330	178
PVP01_0008790	0	0	0	0	0	0	0	0	0	0
PVP01_0607000	238	419	103	187	164	438	320	629	489	717
PVP01_0417600	74	150	24	106	57	149	151	376	151	101
PVP01_0922600	24	26	25	10	11	33	10	259	18	30
PVP01_1264300	355	1351	110	752	557	882	682	680	869	712
PVP01_0011120	0	0	0	0	0	0	0	0	0	0
PVP01_0824500	204	500	126	183	424	638	402	528	498	903
PVP01_0004080	0	0	0	0	0	0	0	0	0	0
PVP01_1203300	56	70	41	50	65	121	57	112	71	883
PVP01_0730300	31	36	12	41	17	53	39	120	45	26
PVP01_1321600	9	27	6	13	12	7	20	9	26	29
PVP01_1206100	35	18	26	6	19	69	14	309	19	76
PVP01_0000420	0	0	0	0	0	0	0	0	0	0
PVP01_0405100	15	5	17	4	11	23	10	73	13	46
PVP01_0006490	0	0	0	0	0	0	0	0	0	0
PVP01_1454300	98	348	36	212	253	308	147	222	191	204
PVP01_0004530	0	0	0	0	0	0	0	0	0	0
PVP01_1228100	37	25	25	14	21	63	14	271	18	98
PVP01_1266800	0	0	0	0	0	0	0	0	0	0
