"","GHC-017_output_filtered.bam","JHC-001_output_filtered.bam"
"PVP01_0840200",0,0
"PVP01_0533900",0,0
"PVP01_1007800",75,349
"PVP01_0803700",9,67
"PVP01_1324400",5,1
"PVP01_1247700",63,377
"PVP01_0528000",11,22
"PVP01_1462000",25,80
"PVP01_0110200",2,27
"PVP01_0000910",0,0
"PVP01_0727400",3,165
"PVP01_1451600",56,228
"PVP01_0214500",4,18
"PVP01_1343500",97,538
"PVP01_1247500",3,11
"PVP01_0003640",0,0
"PVP01_0503400",24,56
"PVP01_0418500",2,28
"PVP01_0002990",0,0
"PVP01_1236700",74,399
"PVP01_0524000",7,45
"PVP01_0934300",3,15
"PVP01_0214300",131,392
"PVP01_0010990",0,0
"PVP01_1137500",7,17
"PVP01_0401500",3,13
"PVP01_1336100",29,67
"PVP01_0714900",32,206
"PVP01_1124200",45,206
"PVP01_0714400",19,137
"PVP01_0007420",0,0
"PVP01_0719600",17,159
"PVP01_1229000",12,168
"PVP01_0718500",42,183
"PVP01_1121000",2,41
"PVP01_1218500",2,13
"PVP01_1263100",54,211
"PVP01_0820800",112,815
"PVP01_1267300",19,121
"PVP01_1408600",15,78
"PVP01_0802600",71,296
"PVP01_0008810",0,0
"PVP01_0201900",24,206
"PVP01_0738700",0,0
"PVP01_1467200",143,685
"PVP01_1206500",990,5371
"PVP01_0307700",46,198
"PVP01_1450000",143,749
"PVP01_1346100",70,287
"PVP01_1306500",53,101
"PVP01_1439900",15,58
"PVP01_1148300",0,0
"PVP01_1114300",11,41
"PVP01_0010010",0,0
"PVP01_1021600",2,29
"PVP01_API02800",0,0
"PVP01_0617400",35,91
"PVP01_0318800",8,23
"PVP01_0914600",30,176
"PVP01_1032000",103,464
"PVP01_1268400",0,1
"PVP01_0000850",0,0
"PVP01_0008430",0,0
"PVP01_1313400",8,53
"PVP01_0723100",349,1209
"PVP01_1135300",249,1423
"PVP01_1273200",0,0
"PVP01_1132000",61,295
"PVP01_0120800",0,0
"PVP01_1224700",16,79
"PVP01_0405200",54,265
"PVP01_1256900",2,13
"PVP01_0302700",25,140
"PVP01_1314100",105,874
"PVP01_0922200",35,148
"PVP01_0923400",109,421
"PVP01_0836600",6,30
"PVP01_1214400",6,27
"PVP01_0508200",448,2169
"PVP01_0738400",0,0
"PVP01_0933800",0,1
"PVP01_0821800",44,343
"PVP01_0535400",0,0
"PVP01_1144300",40,146
"PVP01_0732200",8,28
"PVP01_0700700",19,46
"PVP01_0009160",0,0
"PVP01_0005490",0,0
"PVP01_1430700",268,1159
"PVP01_0008050",0,0
"PVP01_0423300",0,0
"PVP01_1212200",14,22
"PVP01_1241400",24,56
"PVP01_0001590",0,0
"PVP01_1250300",7,20
"PVP01_0010280",0,0
"PVP01_0316200",2,17
"PVP01_1410400",73,328
"PVP01_0835500",179,1091
"PVP01_0518500",73,442
"PVP01_0312100",0,0
"PVP01_1027800",15,119
"PVP01_0405800",3,10
"PVP01_0209100",45,215
"PVP01_0940400",0,8
"PVP01_0734500",2,59
"PVP01_1432200",123,488
"PVP01_MIT00900",0,5
"PVP01_1344600",0,4
"PVP01_0929700",13,10
"PVP01_0005610",0,0
"PVP01_0004450",0,0
"PVP01_1322300",17,156
"PVP01_0902000",70,337
"PVP01_0007820",0,0
"PVP01_0720400",15,60
"PVP01_0706100",7,28
"PVP01_1221100",19,117
"PVP01_0821900",50,286
"PVP01_1012000",284,1971
"PVP01_1220700",45,209
"PVP01_1104800",30,107
"PVP01_1414500",121,392
"PVP01_0509600",68,309
"PVP01_0119800",0,0
"PVP01_1414800",8,30
"PVP01_1437700",27,63
"PVP01_1234300",2,2
"PVP01_0002350",0,0
"PVP01_1460000",2,15
"PVP01_MIT00800",3,9
"PVP01_1024600",60,215
"PVP01_1003400",63,416
"PVP01_0919800",11,62
"PVP01_0003710",0,0
"PVP01_0948400",0,0
"PVP01_0006700",0,0
"PVP01_1123200",38,133
"PVP01_0003990",0,0
"PVP01_1316000",78,335
"PVP01_1136900",8,92
"PVP01_1212500",42,374
"PVP01_0943400",1,21
"PVP01_0902900",7,40
"PVP01_0010330",0,0
"PVP01_0314400",144,994
"PVP01_1271400",0,0
"PVP01_1335500",52,194
"PVP01_1139200",65,232
"PVP01_0004420",0,0
"PVP01_0002590",0,0
"PVP01_0219400",0,0
"PVP01_0000550",0,0
"PVP01_0837700",67,251
"PVP01_0006140",0,0
"PVP01_1235800",11,37
"PVP01_1322200",72,317
"PVP01_1265400",15,47
"PVP01_1344200",96,448
"PVP01_0300900",21,116
"PVP01_0407100",14,53
"PVP01_0901200",20,69
"PVP01_1466800",116,451
"PVP01_1236500",6,11
"PVP01_1253300",3,9
"PVP01_0606300",60,231
"PVP01_0304200",8,13
"PVP01_1242900",7,46
"PVP01_0737100",0,0
"PVP01_1205300",87,519
"PVP01_0932800",16,63
"PVP01_1251200",55,269
"PVP01_0200300",9,38
"PVP01_1240100",1,12
"PVP01_0714100",3,15
"PVP01_1333300",118,529
"PVP01_0210000",38,176
"PVP01_0010390",0,0
"PVP01_1321700",37,119
"PVP01_1267600",6,8
"PVP01_1411900",30,106
"PVP01_1235700",23,50
"PVP01_0931600",8,61
"PVP01_0703800",27,110
"PVP01_0002180",0,0
"PVP01_1125900",19,43
"PVP01_1205100",6,11
"PVP01_0828100",11,63
"PVP01_1304800",6,27
"PVP01_1424700",28,147
"PVP01_0110900",35,131
"PVP01_0003370",0,0
"PVP01_1133400",8,73
"PVP01_1432500",32,144
"PVP01_0118300",13,73
"PVP01_1247800",25,132
"PVP01_0423400",0,0
"PVP01_0834100",20,87
"PVP01_0216200",154,419
"PVP01_1312200",4,19
"PVP01_0912100",20,73
"PVP01_1028200",32,147
"PVP01_0908300",4,10
"PVP01_1245100",6,19
"PVP01_0412700",26,165
"PVP01_0909400",9,15
"PVP01_1454700",13,69
"PVP01_1252900",38,130
"PVP01_0109700",85,652
"PVP01_0319100",103,457
"PVP01_0003400",0,0
"PVP01_0218200",0,0
"PVP01_0205300",10,55
"PVP01_0008550",0,0
"PVP01_1453600",31,159
"PVP01_1206700",23,146
"PVP01_0318200",2,3
"PVP01_1002300",25,83
"PVP01_0728800",92,376
"PVP01_0300200",16,65
"PVP01_0532200",0,0
"PVP01_0731800",8,29
"PVP01_0739300",0,0
"PVP01_0525600",2,9
"PVP01_0731100",4,34
"PVP01_1012700",16,78
"PVP01_1242000",14,64
"PVP01_1340400",22,39
"PVP01_1323100",2,5
"PVP01_API02400",0,0
"PVP01_0314600",15,168
"PVP01_0945700",0,0
"PVP01_0313000",20,127
"PVP01_1208700",35,166
"PVP01_1346700",11,28
"PVP01_0838300",52,220
"PVP01_1460800",13,82
"PVP01_1431500",92,368
"PVP01_0914700",71,679
"PVP01_0504700",14,68
"PVP01_0007510",0,0
"PVP01_1311400",16,137
"PVP01_0712200",3,28
"PVP01_0618300",74,374
"PVP01_1449500",5,15
"PVP01_0420800",17,24
"PVP01_0004440",0,0
"PVP01_0704200",99,593
"PVP01_0703200",7,6
"PVP01_1415500",14,46
"PVP01_0825600",5,25
"PVP01_0901900",14,124
"PVP01_1246900",56,195
"PVP01_1313000",22,68
"PVP01_0806100",29,102
"PVP01_0415100",2,12
"PVP01_1234400",20,26
"PVP01_0939900",382,2649
"PVP01_1026400",14,37
"PVP01_0509200",7,23
"PVP01_1304000",11,57
"PVP01_0821300",78,287
"PVP01_1300700",36,148
"PVP01_0005930",0,0
"PVP01_0000960",0,0
"PVP01_0006200",0,0
"PVP01_0602600",41,266
"PVP01_0008190",0,0
"PVP01_1116300",86,430
"PVP01_1120200",82,304
"PVP01_0003740",0,0
"PVP01_0725600",2,34
"PVP01_0917100",22,107
"PVP01_0000410",0,0
"PVP01_0623600",31,138
"PVP01_0838000",23,64
"PVP01_0916100",26,120
"PVP01_0002260",0,0
"PVP01_0010180",0,0
"PVP01_1217800",19,146
"PVP01_0949400",0,0
"PVP01_0008300",0,0
"PVP01_0008000",0,0
"PVP01_0419700",5,67
"PVP01_1001600",88,353
"PVP01_0118900",0,0
"PVP01_0010880",0,0
"PVP01_0614700",121,577
"PVP01_1010400",7,20
"PVP01_0405500",45,163
"PVP01_0008170",0,0
"PVP01_0211400",55,362
"PVP01_1422000",9,44
"PVP01_0402300",25,121
"PVP01_1330300",5,17
"PVP01_1313700",110,367
"PVP01_1131000",18,121
"PVP01_1105300",9,36
"PVP01_0717000",7,21
"PVP01_0810400",17,66
"PVP01_1274000",0,0
"PVP01_1406200",413,1814
"PVP01_0528400",77,402
"PVP01_1310600",260,1897
"PVP01_0727600",34,198
"PVP01_0821100",3,2
"PVP01_0907600",5,65
"PVP01_1033200",0,22
"PVP01_0732600",2,9
"PVP01_0500900",3,5
"PVP01_0320600",83,410
"PVP01_0611900",2,4
"PVP01_0007760",0,0
"PVP01_0002270",0,0
"PVP01_0912500",30,179
"PVP01_1251900",95,318
"PVP01_0407800",100,392
"PVP01_1324000",50,285
"PVP01_1027900",3,8
"PVP01_0117800",6,17
"PVP01_1339100",7,50
"PVP01_1336600",3,16
"PVP01_0000320",0,0
"PVP01_0005260",0,0
"PVP01_0002540",0,0
"PVP01_0001500",0,0
"PVP01_0416200",6,23
"PVP01_0911600",40,205
"PVP01_0009570",0,0
"PVP01_0618800",11,24
"PVP01_0804800",42,222
"PVP01_0009450",0,0
"PVP01_0009010",0,0
"PVP01_0503900",1,15
"PVP01_1325800",48,241
"PVP01_0726400",2,9
"PVP01_1404200",4,21
"PVP01_0004550",0,0
"PVP01_0007810",0,0
"PVP01_1240000",94,456
"PVP01_0006300",0,0
"PVP01_1453400",75,310
"PVP01_0908400",67,254
"PVP01_0533700",0,0
"PVP01_0734200",2,15
"PVP01_0610300",104,1063
"PVP01_0942700",35,174
"PVP01_0102400",1,12
"PVP01_1124900",221,853
"PVP01_0305700",22,72
"PVP01_0737000",0,0
"PVP01_0825700",9,49
"PVP01_0924200",38,119
"PVP01_0608500",11,29
"PVP01_0315400",9,38
"PVP01_1027300",56,203
"PVP01_0603800",176,963
"PVP01_1427900",58,149
"PVP01_0009310",0,0
"PVP01_0801700",125,596
"PVP01_0007370",0,0
"PVP01_1471700",25,115
"PVP01_0010190",0,0
"PVP01_0920500",59,307
"PVP01_0002480",0,0
"PVP01_1145600",59,171
"PVP01_0009740",0,0
"PVP01_0407700",27,188
"PVP01_1008400",55,158
"PVP01_1423400",14,38
"PVP01_1420000",37,179
"PVP01_0004210",0,0
"PVP01_0612300",0,79
"PVP01_0204700",6,11
"PVP01_0733900",5,73
"PVP01_0302200",0,1
"PVP01_0615200",72,367
"PVP01_0834200",54,584
"PVP01_0208500",84,421
"PVP01_0816400",48,212
"PVP01_0705900",27,132
"PVP01_1113300",54,210
"PVP01_0914200",9,47
"PVP01_0407300",28,204
"PVP01_0912800",31,104
"PVP01_0220800",0,0
"PVP01_0003050",0,0
"PVP01_1018500",726,4478
"PVP01_0006790",0,0
"PVP01_0002220",0,0
"PVP01_0521700",62,498
"PVP01_0701900",22,135
"PVP01_1438400",2,14
"PVP01_0004560",0,0
"PVP01_1002100",26,104
"PVP01_0010520",0,0
"PVP01_1239300",19,85
"PVP01_1436400",2,7
"PVP01_0312300",0,0
"PVP01_1235500",8,55
"PVP01_0008630",0,0
"PVP01_0005250",0,0
"PVP01_0808000",113,563
"PVP01_0901400",2,8
"PVP01_1238400",11,74
"PVP01_1238200",453,1843
"PVP01_1113400",3,44
"PVP01_0008280",0,0
"PVP01_0320700",137,546
"PVP01_1259500",35,90
"PVP01_0503800",1,11
"PVP01_0947400",0,0
"PVP01_1250800",6,26
"PVP01_0700500",121,739
"PVP01_0525400",18,53
"PVP01_1034400",0,0
"PVP01_0812400",11,70
"PVP01_1301300",7,19
"PVP01_1339500",133,688
"PVP01_1469600",20,88
"PVP01_1223000",50,410
"PVP01_0121400",0,0
"PVP01_0005040",0,0
"PVP01_0930500",93,550
"PVP01_1313200",141,885
"PVP01_0903500",21,69
"PVP01_1233100",37,170
"PVP01_0008820",0,0
"PVP01_API02100",0,0
"PVP01_0525700",12,98
"PVP01_1127600",66,311
"PVP01_0512500",14,20
"PVP01_0204800",20,56
"PVP01_1135200",39,204
"PVP01_0005910",0,0
"PVP01_1336800",37,65
"PVP01_1255000",128,599
"PVP01_0535300",0,0
"PVP01_0317000",57,254
"PVP01_0120000",0,0
"PVP01_0711100",2,5
"PVP01_0003920",0,0
"PVP01_0002520",0,0
"PVP01_1449800",21,95
"PVP01_0004280",0,0
"PVP01_1014700",9,33
"PVP01_0702900",1,3
"PVP01_0411400",73,692
"PVP01_0714200",1,1
"PVP01_0402500",97,564
"PVP01_0316400",60,294
"PVP01_0105900",5,34
"PVP01_0823700",34,145
"PVP01_1003300",5,53
"PVP01_1013200",17,88
"PVP01_1143000",13,71
"PVP01_0526900",46,156
"PVP01_1204700",96,595
"PVP01_0512600",31,64
"PVP01_0217800",0,0
"PVP01_1105800",2,3
"PVP01_1031400",12,92
"PVP01_0009890",0,0
"PVP01_1109400",47,213
"PVP01_1411400",53,319
"PVP01_1403400",379,2284
"PVP01_0803000",35,201
"PVP01_1340000",34,120
"PVP01_1454900",70,244
"PVP01_0817900",53,301
"PVP01_1138700",4,26
"PVP01_0410700",40,308
"PVP01_0001050",0,0
"PVP01_1307100",5,17
"PVP01_0307800",8,39
"PVP01_0838900",7,27
"PVP01_1319400",3,20
"PVP01_0004070",0,0
"PVP01_0209200",75,311
"PVP01_0117100",552,6592
"PVP01_0512400",0,3
"PVP01_1003600",49,387
"PVP01_0002360",0,0
"PVP01_0522300",11,72
"PVP01_1471100",45,380
"PVP01_0000600",0,0
"PVP01_0705200",3,73
"PVP01_1413200",25,54
"PVP01_0717800",50,241
"PVP01_0417400",12,63
"PVP01_1007300",175,771
"PVP01_1128900",58,311
"PVP01_0506300",127,557
"PVP01_1138300",20,90
"PVP01_1005500",7,8
"PVP01_1312500",241,1517
"PVP01_1123900",216,631
"PVP01_0806600",13,41
"PVP01_0006960",0,0
"PVP01_0207100",63,307
"PVP01_1303800",10,65
"PVP01_1250000",67,337
"PVP01_0922700",26,200
"PVP01_0406200",6,18
"PVP01_0009530",0,0
"PVP01_0305600",0,3
"PVP01_1003700",18,97
"PVP01_1271200",0,0
"PVP01_1014100",66,252
"PVP01_0818700",358,3247
"PVP01_0806200",21,89
"PVP01_0008510",0,0
"PVP01_0110700",23,103
"PVP01_1445700",43,402
"PVP01_0603400",58,342
"PVP01_0004120",0,0
"PVP01_0004510",0,0
"PVP01_0312500",2,18
"PVP01_1254700",1,7
"PVP01_1315000",625,3400
"PVP01_0834700",311,1890
"PVP01_1123600",9,20
"PVP01_1103900",6,13
"PVP01_0116900",64,618
"PVP01_1272800",0,0
"PVP01_1448900",29,140
"PVP01_1035500",0,0
"PVP01_1228700",80,547
"PVP01_1272500",0,0
"PVP01_0101500",34,177
"PVP01_0826900",11,73
"PVP01_1029200",34,441
"PVP01_0912000",9,60
"PVP01_0501600",155,1107
"PVP01_0107000",0,1
"PVP01_1221500",156,1029
"PVP01_0009000",0,0
"PVP01_0205600",6,39
"PVP01_0722300",36,199
"PVP01_1236200",5,6
"PVP01_0715300",5,6
"PVP01_1459700",33,210
"PVP01_0802300",195,1457
"PVP01_0949300",0,0
"PVP01_0008580",0,0
"PVP01_0908000",63,370
"PVP01_1324300",1,5
"PVP01_0801300",4,30
"PVP01_1443600",20,34
"PVP01_1467600",13,37
"PVP01_1254500",36,168
"PVP01_0009580",0,0
"PVP01_0718000",4,21
"PVP01_1115300",35,101
"PVP01_1461500",115,570
"PVP01_0220000",0,0
"PVP01_1114700",53,216
"PVP01_1339900",63,194
"PVP01_0515300",16,110
"PVP01_0618500",51,244
"PVP01_1020300",91,309
"PVP01_1411800",79,406
"PVP01_1003500",152,879
"PVP01_1332800",30,96
"PVP01_0007680",0,0
"PVP01_0303200",225,934
"PVP01_1233700",50,191
"PVP01_0320400",337,6154
"PVP01_0006710",0,0
"PVP01_1331300",23,118
"PVP01_1465300",24,328
"PVP01_0119400",0,0
"PVP01_1215600",3,3
"PVP01_1219600",17,109
"PVP01_1266900",26,137
"PVP01_0004330",0,0
"PVP01_1261100",70,382
"PVP01_1302400",5,24
"PVP01_1328200",10,44
"PVP01_0200500",0,3
"PVP01_0306200",269,1508
"PVP01_0834000",10,64
"PVP01_1437900",24,94
"PVP01_1202200",4,19
"PVP01_0309900",30,111
"PVP01_1438900",68,383
"PVP01_0309200",24,89
"PVP01_0005760",0,0
"PVP01_1101500",11,29
"PVP01_0506600",135,656
"PVP01_0311600",2,20
"PVP01_1265100",117,902
"PVP01_1424900",110,565
"PVP01_1272300",0,0
"PVP01_1244300",171,907
"PVP01_0738100",0,0
"PVP01_1004400",39,174
"PVP01_0004180",0,0
"PVP01_1120800",4,41
"PVP01_1318000",39,146
"PVP01_0004600",0,0
"PVP01_0000920",0,0
"PVP01_1326700",35,210
"PVP01_1120100",181,1276
"PVP01_1446500",53,654
"PVP01_1448000",38,173
"PVP01_0208200",8,46
"PVP01_0005840",0,0
"PVP01_1108800",42,131
"PVP01_0919700",29,141
"PVP01_1132100",5,10
"PVP01_1208500",14,56
"PVP01_0947800",0,0
"PVP01_1133000",11,26
"PVP01_0910200",50,221
"PVP01_1247200",32,191
"PVP01_1433600",52,379
"PVP01_0826100",6,28
"PVP01_1139600",102,607
"PVP01_1010500",26,123
"PVP01_0821500",48,430
"PVP01_1270400",22,79
"PVP01_1106500",36,169
"PVP01_1254000",50,177
"PVP01_0008260",0,0
"PVP01_API04800",0,0
"PVP01_0905800",2,6
"PVP01_0112600",1,9
"PVP01_0515800",30,159
"PVP01_1415400",32,95
"PVP01_0612400",4,100
"PVP01_0411200",3,41
"PVP01_0924300",31,101
"PVP01_0001760",0,0
"PVP01_1442000",4,57
"PVP01_1343900",32,118
"PVP01_0724700",0,5
"PVP01_1419600",40,117
"PVP01_0004610",0,0
"PVP01_0720200",83,469
"PVP01_0828200",30,143
"PVP01_0006760",0,0
"PVP01_0007740",0,0
"PVP01_1422500",4,27
"PVP01_0205000",4,27
"PVP01_0811800",135,752
"PVP01_1105200",55,145
"PVP01_1002200",62,277
"PVP01_1259200",40,237
"PVP01_0607900",11,22
"PVP01_0517600",100,368
"PVP01_1246000",13,28
"PVP01_1465500",9,56
"PVP01_1403200",14,66
"PVP01_1318100",49,229
"PVP01_0614500",6,233
"PVP01_0926400",53,254
"PVP01_0004850",0,0
"PVP01_1416600",1,4
"PVP01_0004800",0,0
"PVP01_1308500",3,16
"PVP01_0511400",46,249
"PVP01_1208000",74,394
"PVP01_0000380",0,0
"PVP01_1252200",11,36
"PVP01_0004350",0,0
"PVP01_0719900",26,86
"PVP01_1301500",11,69
"PVP01_1471000",3,159
"PVP01_1347100",0,0
"PVP01_0319700",1269,8834
"PVP01_0317100",25,91
"PVP01_1138400",1,8
"PVP01_0404800",21,69
"PVP01_1418700",4,35
"PVP01_API04400",0,0
"PVP01_1424600",8,64
"PVP01_0909900",34,126
"PVP01_0534800",0,0
"PVP01_0836300",2,18
"PVP01_1209700",23,86
"PVP01_0806800",1,7
"PVP01_0829200",78,348
"PVP01_1234800",37,170
"PVP01_0515000",30,93
"PVP01_0208600",23,105
"PVP01_1412800",43,103
"PVP01_1020700",2,11
"PVP01_0600200",3,5
"PVP01_1230600",26,90
"PVP01_0010490",0,0
"PVP01_0114400",12,66
"PVP01_1272100",0,0
"PVP01_0511900",8,16
"PVP01_0202300",24,124
"PVP01_1024700",3,2
"PVP01_0941000",8,26
"PVP01_0922800",118,563
"PVP01_0937800",28,168
"PVP01_0903100",18,73
"PVP01_0314500",4,22
"PVP01_0904100",43,218
"PVP01_0732300",15,147
"PVP01_0414600",3,83
"PVP01_1243800",38,132
"PVP01_0010720",0,0
"PVP01_1228500",7,13
"PVP01_0729100",16,67
"PVP01_1437800",265,1322
"PVP01_1121500",10,30
"PVP01_1242300",152,659
"PVP01_0706900",16,65
"PVP01_1326100",35,107
"PVP01_0006380",0,0
"PVP01_0807600",6,35
"PVP01_1469700",19,191
"PVP01_0701500",67,269
"PVP01_0942000",12,16
"PVP01_0900200",0,8
"PVP01_0004150",0,0
"PVP01_0601700",3,14
"PVP01_0807100",4,20
"PVP01_0304900",4,14
"PVP01_0110600",45,243
"PVP01_MIT02400",0,4
"PVP01_1250600",14,22
"PVP01_0900600",28,117
"PVP01_0945600",0,0
"PVP01_0906500",5,22
"PVP01_0219000",0,0
"PVP01_1148600",0,0
"PVP01_1446600",16,55
"PVP01_0806000",32,104
"PVP01_0100900",17,54
"PVP01_0906400",59,199
"PVP01_1232900",143,738
"PVP01_1014500",15,23
"PVP01_1010000",2,14
"PVP01_0840800",0,0
"PVP01_0922000",50,293
"PVP01_0008620",0,0
"PVP01_0406500",36,142
"PVP01_0909100",1,15
"PVP01_1248100",43,179
"PVP01_0407200",8,29
"PVP01_0119600",0,0
"PVP01_1303700",34,129
"PVP01_0702600",1,4
"PVP01_0511100",23,121
"PVP01_0907400",3,47
"PVP01_1229600",2,13
"PVP01_1259600",91,302
"PVP01_0002190",0,0
"PVP01_1323700",315,2539
"PVP01_0004110",0,0
"PVP01_1102900",8,23
"PVP01_0002070",0,0
"PVP01_0923900",38,202
"PVP01_1270700",47,294
"PVP01_0206000",51,353
"PVP01_1425800",1040,6974
"PVP01_0009440",0,0
"PVP01_1250400",19,68
"PVP01_0533400",0,0
"PVP01_1435900",30,66
"PVP01_1141000",148,813
"PVP01_0308100",11,35
"PVP01_0734600",7,28
"PVP01_1242500",49,326
"PVP01_1227800",132,630
"PVP01_1401300",7,22
"PVP01_1026700",38,132
"PVP01_1115400",1,12
"PVP01_0534900",0,0
"PVP01_1105900",26,138
"PVP01_1460400",2,11
"PVP01_1007100",57,325
"PVP01_1204900",10,40
"PVP01_1203700",16,83
"PVP01_0312600",2,6
"PVP01_0928100",2,9
"PVP01_0315500",5,28
"PVP01_0723200",61,278
"PVP01_0210400",136,646
"PVP01_1303100",5,7
"PVP01_0001390",0,0
"PVP01_0620600",8,22
"PVP01_1106300",55,232
"PVP01_0006430",0,0
"PVP01_0928000",2,3
"PVP01_1202600",19,141
"PVP01_1105100",9,55
"PVP01_0801100",1,19
"PVP01_0008160",0,0
"PVP01_1102600",170,840
"PVP01_1000600",4,22
"PVP01_0733800",2,23
"PVP01_0723900",18,76
"PVP01_1009000",1,26
"PVP01_0831700",29,74
"PVP01_0009810",0,0
"PVP01_1322100",9,42
"PVP01_1466100",6,25
"PVP01_0524500",4,12
"PVP01_0212300",17,61
"PVP01_1430400",47,147
"PVP01_1302600",28,113
"PVP01_1224500",6,24
"PVP01_1315100",6,24
"PVP01_0002700",0,0
"PVP01_0810600",8,16
"PVP01_0724900",70,442
"PVP01_1327400",23,60
"PVP01_0005000",0,0
"PVP01_0502100",23,157
"PVP01_1224300",6,19
"PVP01_1301400",8,12
"PVP01_0008490",0,0
"PVP01_0003080",0,0
"PVP01_0005940",0,0
"PVP01_0922500",0,4
"PVP01_0004040",0,0
"PVP01_0807900",3,15
"PVP01_1268600",28,122
"PVP01_0313300",8,68
"PVP01_1145200",8,45
"PVP01_0308700",63,237
"PVP01_0621500",2,52
"PVP01_0910100",6,22
"PVP01_0402900",14,93
"PVP01_1328600",72,345
"PVP01_0112300",128,527
"PVP01_1107200",7,13
"PVP01_0710600",3,7
"PVP01_1024100",106,689
"PVP01_0817200",59,386
"PVP01_1450300",30,104
"PVP01_0936100",31,77
"PVP01_0011100",0,0
"PVP01_0010560",0,0
"PVP01_1131400",27,148
"PVP01_1249400",33,183
"PVP01_1100700",33,219
"PVP01_1402900",25,137
"PVP01_0120400",0,0
"PVP01_0001020",0,0
"PVP01_1400300",1,31
"PVP01_0910700",19,180
"PVP01_1229500",3,27
"PVP01_1140300",0,23
"PVP01_1014400",223,996
"PVP01_API03200",0,0
"PVP01_0110000",151,892
"PVP01_0933100",103,654
"PVP01_1421300",51,286
"PVP01_1403000",6,23
"PVP01_0624800",37,202
"PVP01_0102800",15,113
"PVP01_0000890",0,0
"PVP01_1125300",38,166
"PVP01_1203200",1,13
"PVP01_0901000",31,213
"PVP01_1325000",0,0
"PVP01_0004260",0,0
"PVP01_0709600",8,40
"PVP01_0719100",306,1325
"PVP01_1015900",39,148
"PVP01_0006550",0,0
"PVP01_0935900",4,6
"PVP01_0403600",26,95
"PVP01_0601600",2,12
"PVP01_0833500",3,6
"PVP01_1345200",5,20
"PVP01_0902400",11,36
"PVP01_0424100",0,0
"PVP01_0008600",0,0
"PVP01_0005320",0,0
"PVP01_0532600",0,0
"PVP01_1139500",126,744
"PVP01_0200900",2,5
"PVP01_1342300",35,146
