GHC.006.output.filtered.bam,GHC.017.output.filtered.bam,GHC.022.output.filtered.bam,GHC.025.output.filtered.bam,JHC.001.output.filtered.bam,JHC.005.output.filtered.bam,SGH.003.output.filtered.bam,SGH.006.output.filtered.bam,SGH.007.output.filtered.bam,UHC.020.output.filtered.bam,gene_id
28.58379718170062,38.05518108247988,37.29012800685378,54.65702527200759,44.37765808033358,46.77100141372707,35.917957569739215,32.077090035343716,45.709226557233,33.58819014931684,PVP01_1114900
56.222204777395596,112.92790672237636,59.16459770892164,123.0682624014748,99.13265602949357,101.3594731546101,80.91488136216132,50.8560759130935,107.36620229136302,71.75380352630535,PVP01_0706500
43.49009274894266,29.652643216689288,38.56906180991595,22.79946450038841,28.753145024860956,32.83969378680234,22.725802554666988,9.35668147807511,44.3302510299148,105.94730828980084,PVP01_0927400
8.330117758020291,16.620275198042773,15.643777436962296,17.219804596331116,16.64188112872765,16.928049626438018,8.378390078934181,9.407160588367269,9.760509361601112,21.515793444058076,PVP01_1016800
9.957205770725654,5.754423854060991,3.572268783628565,5.287751444457366,6.014193821154215,5.127422323072507,8.463449524221422,5.781381774245517,5.979201316978168,7.593047249754912,PVP01_1332200
13.707603653901197,33.56960281097018,10.953214286017507,29.280538247225337,34.07984789109285,154.81256103466657,16.664607913735974,2.9260840812034394,12.369283549550355,119.37574579279138,PVP01_1400600
9.768368298647022,12.41031078096762,19.62531783363187,5.202954719319406,11.168706632679214,7.502961924898588,3.5766515072773863,40.302705892260065,4.463113508667893,4.3153093037453685,PVP01_1016500
5.0562508202721554,1.690462902612731,17.0405265287436,0.534350344517258,2.4374620648727476,4.8667208365268495,2.479456234116032,26.15060134737173,2.0901565832336426,4.099488852455861,PVP01_0516500
0,0,0,0,0,0,0,0,0,0,PVP01_API00500
2.67129985938358,1.692187864758254,5.135716290229638,1.1700841249362282,0.8372374949720468,1.5629995400881316,1.9304337822760538,6.7226781765649015,1.1562651925670318,1.4880432268011836,PVP01_1462500
50.63024744816062,77.78486525170531,42.65838985568734,53.17220566982929,91.34781839878745,56.54989897570423,72.06952787163935,32.52618264182981,78.76126878959526,56.02744325050965,PVP01_1230500
3.305586005183378,5.626273477398097,8.232827640826137,4.501697702044725,2.326369833357443,9.516111009743149,4.126118007918283,14.061174201364757,3.84441013983271,21.84899845791051,PVP01_1260000
10.250030722485922,0.8567265204453688,22.816119564405064,0.14217458312216713,1.9837555617238407,3.712013109975808,1.4660196881944534,20.217264882492984,4.449023288640528,12.145658658066619,PVP01_0414400
19.007354057238338,30.568554976278143,17.208123261747595,24.54619766775688,33.56616670789076,24.840026746268673,23.623206326291772,26.415018516866883,24.256302062592475,17.19163545201784,PVP01_1256000
43.844063397727155,38.610146326826694,26.823486356613397,34.978310995970475,42.14984178508954,59.177376912504904,61.970613138033826,31.90672372062105,41.5044377685774,32.43942476150352,PVP01_1236000
0,0,0,0,0,0,0,0,0,0,PVP01_0424400
0,0,0,0,0,0,0,0,0,0,PVP01_0010660
21.843781802480226,22.972732224596903,7.262629097294438,51.184286030880386,42.5598545592255,29.79219692695688,23.41653009970773,6.229229071349027,21.510944817049516,17.7615418738781,PVP01_1471500
55.86668457005091,56.2076922588202,72.96785026217357,58.10001877131088,60.03794155363906,47.79505344307903,70.31536032030819,63.543730355385755,68.62118033188429,98.64772144958343,PVP01_1215100
0,0,0,0,0,0,0,0,0,0,PVP01_0840600
0,0,0,0,0,0,0,0,0,0,PVP01_0008840
6.140026527019594,7.783544867594605,16.354189973761315,7.097179636764557,5.332203054899145,8.360006402046851,9.660009828448814,20.70868858288717,6.1951351052242085,4.591369911113319,PVP01_0211000
0,0,0,0,0,0,0,0,0,0,PVP01_0004500
6.354038056899545,4.9568255209565235,9.299020701398723,4.700513842820206,5.433164581960349,5.159277981485163,6.338240940599424,10.6839458657048,6.62507986406172,9.596521603914516,PVP01_0603100
4.831992145417383,2.2806864121892234,5.191337766297107,1.5770086882413663,1.5233490883245906,4.404645897896321,5.6914112714516625,8.445819514240382,1.9479798671406072,18.311503528678827,PVP01_1314000
145.11953931035123,189.49963875657642,150.91200100119903,169.0416348022063,165.59729502482097,192.48027673265756,131.92461826925538,70.19481579776333,193.53223059612782,145.97136683321625,PVP01_0935300
72.44811718551269,89.70424042950063,60.00365186697909,112.59979364262942,84.92431647112687,78.2235315414121,105.38468698211413,49.95662157331249,97.00619315934088,47.95692792275514,PVP01_0702000
0,0,0,0,0,0,0,0,0,0,PVP01_0001160
0,0,0,0,0,0,0,0,0,0,PVP01_0001310
68.24006741039241,65.10329296952477,76.26748217040932,81.90093825362025,95.72592471977767,55.115282554298716,67.299740442238,15.797988969769927,70.18426054529976,184.4706699736155,PVP01_1249300
