GHC.006.output.filtered.bam,GHC.017.output.filtered.bam,GHC.022.output.filtered.bam,GHC.025.output.filtered.bam,JHC.001.output.filtered.bam,JHC.005.output.filtered.bam,SGH.003.output.filtered.bam,SGH.006.output.filtered.bam,SGH.007.output.filtered.bam,UHC.020.output.filtered.bam,gene_id
17.636202861109282,23.480046727890088,23.00800898022878,33.72338459282868,27.38101503556582,28.857707872269604,22.161379820529095,19.791564551807074,28.20259278581276,20.72391332212849,PVP01_1114900
40.31132082539264,80.96930911994384,42.42101655729682,88.23994414185742,71.07811437314689,72.67474225185543,58.01596993666967,36.463806429688034,76.98156704290729,51.44747712836093,PVP01_0706500
119.98916589433279,81.81164263484574,106.41204153355811,62.90372255657162,79.329927123591375,90.60471515778765,62.70048924832622,25.815084198009227,122.30716259153493,292.30862357156053,PVP01_0927400
19.52579602479956,38.957925064212255,36.66901431223962,40.36322197380013,39.00856936573761,39.67934832437071,19.63894634502172,22.05038441913288,22.878633943593005,50.43301983287213,PVP01_1016800
22.0452535763866,12.740294412891034,7.909003086953643,11.707081698028608,13.315425120035433,11.352113023282529,18.73807724662623,12.799979248179575,13.237951715789663,16.811006610957374,PVP01_1332200
12.5972877579352,30.850464983281597,10.06600392885009,26.908814649200085,31.31938021191433,142.2727435908586,15.31477467272336,2.689071270625961,11.367371582036776,109.70631038357529,PVP01_1400600
7.8733048487095,10.002710489459902,15.818006173907285,4.1935815037714415,9.001977545939447,6.047387311468262,2.8827811148655735,32.48398094916161,3.597269487986322,3.478139298818767,PVP01_1016500
6.61357607291598,2.211125476617452,22.289008699596632,0.6989302506285736,3.188200380853554,6.365670854177119,3.24312875422377,34.20498656236222,2.7339248108696044,5.362131419012266,PVP01_0516500
0,0,0,0,0,0,0,0,0,0,PVP01_API00500
5.9837116850192205,3.7905008170584895,11.50400449011439,2.6209884398571512,1.875411988737385,3.501118969797415,4.324171672298361,15.058799115505382,2.5900340313501515,3.3332168280346517,PVP01_1462500
52.90860858332784,81.28518418803205,44.578017399193264,55.5649549249716,95.45847022673289,59.094644429610916,75.31265662586311,33.98986086071215,82.30552588512704,58.54867819678258,PVP01_1230500
3.4642541334321804,5.896334604313206,8.628003367585793,4.7177791917428715,2.4380355853586004,9.97288433821082,4.324171672298361,14.736110563030266,4.02894182654468,22.897750383890216,PVP01_1260000
12.5972877579352,1.0529168936273583,28.041010944653827,0.1747325626571434,2.4380355853586004,4.562064112160268,1.8017381967909833,24.84701854058388,5.467849621739209,14.927014490763876,PVP01_0414400
18.266067249006042,29.376381332203295,16.537006454539437,23.58889595871436,32.25708620628302,23.871265703164195,22.701901279566393,25.384832794709073,23.310306282151366,16.521161669389144,PVP01_1256000
48.18462567410214,42.43255081318254,29.479011505918123,38.44116378457155,46.32267612181341,65.03593722684289,68.10570383869917,35.06548936896253,45.61337710766656,35.65092781289236,PVP01_1236000
0,0,0,0,0,0,0,0,0,0,PVP01_0424400
0,0,0,0,0,0,0,0,0,0,PVP01_0010660
32.43801597668314,34.114507353526406,10.78500420948224,76.00866475585738,63.20138402044987,44.24141243653097,34.773547198065984,9.2504051709533055,31.943753053318535,26.375889682708983,PVP01_1471500
67.7104216989017,68.12372301769008,88.43703451775437,70.41722275082878,72.76598516301054,57.92760477301178,85.22221670821352,77.01500119072753,83.16887056224375,119.56103839689511,PVP01_1215100
0,0,0,0,0,0,0,0,0,0,PVP01_0840600
0,0,0,0,0,0,0,0,0,0,PVP01_0008840
7.55837265476112,9.58154373200896,20.13200785770018,8.73662813285717,6.563941960580848,10.291167880919675,11.891472098820492,25.49239564553411,7.626211314531002,5.6519763605804965,PVP01_0211000
0,0,0,0,0,0,0,0,0,0,PVP01_0004500
12.28235556398682,9.58154373200896,17.975007015803733,9.086093258171458,10.502307136929355,9.97288433821082,12.251819738178687,20.65206735840738,12.806279377231306,18.550076260366758,PVP01_0603100
5.35384729712246,2.52700054470566,5.752002245057195,1.747325626571434,1.6878707898636465,4.880347654869125,6.306083688768442,9.357968021778344,2.158361692791793,20.289145909776142,PVP01_1314000
