GHC.006.output.filtered.bam,GHC.017.output.filtered.bam,GHC.022.output.filtered.bam,GHC.025.output.filtered.bam,JHC.001.output.filtered.bam,JHC.005.output.filtered.bam,SGH.003.output.filtered.bam,SGH.006.output.filtered.bam,SGH.007.output.filtered.bam,UHC.020.output.filtered.bam,gene_id
33.250401913285586,53.21102594941534,69.02133059654672,53.91723208704153,49.87425462530119,72.69140734105,39.452909777434215,115.5420788891801,65.36806404281343,37.32823562162389,PVP01_1114900
65.4010694735914,157.90254057637355,109.50939233377312,121.40251017004384,111.4111817155223,157.53271318226513,88.87831408105096,183.18422053466725,153.54275965767582,79.74359061534939,PVP01_0706500
50.59030659768961,41.46209590363582,71.38854458991325,22.490869431880334,32.31449648947649,51.03939376656528,24.96241708811536,33.70288353119,63.396012284940376,117.7445426424368,PVP01_0927400
9.69009686426459,23.239460953626526,28.95550087832679,16.986731280990313,18.703136955890454,26.309544668499704,9.202969495760787,33.884709916850476,13.958354780751824,23.91157736381714,PVP01_1016800
11.58282406306301,8.046178951526366,6.612011217800962,5.216180727556178,6.759109132329042,7.969030669218577,9.29640027099683,20.824609349299593,8.55076412469411,8.438533173861394,PVP01_1332200
15.945513742031094,46.93902263701164,20.273607647339855,28.884220618528314,38.3009623499069,240.60940744320365,18.304695394229658,10.539791401722114,17.689122746768085,132.66823686095594,PVP01_1400600
11.363156892778052,17.352837385666803,36.32504425858891,5.13253174214705,12.552057556195994,11.661090099882257,3.928656270278103,145.1708499280969,6.38263019610825,4.795819058850634,PVP01_1016500
5.881736806335208,2.3637061450973467,31.54078245222069,0.5271178114386496,2.7393650075655818,7.563848881784244,2.723477884613662,94.19479262452828,2.9891008814434787,4.555966997102563,PVP01_0516500
0,0,0,0,0,0,0,0,0,0,PVP01_API00500
3.107417583142912,2.366118090143364,9.50583950403333,1.1542468147797218,0.9409373502877577,2.4292111096230284,2.120422067306351,24.215170745456557,1.6535571229489017,1.653736862220481,PVP01_1462500
58.89616645118815,108.76344207663789,78.95759511484147,52.45250979929132,102.66211763675501,87.88975256646255,79.16242384610379,117.15971606605589,112.63528285443749,62.26609988912199,PVP01_1230500
3.845257595853825,7.866991444751476,15.238368670587782,4.440766371366257,2.614512942784304,14.789922832588045,4.532199838517393,50.6485250706496,5.497831994876756,24.281884760914068,PVP01_1260000
11.923455759907709,1.1979261644338524,42.23098754436289,0.14025022322248856,2.2294626233018313,5.769204183714034,1.610301542841818,72.8228405819426,6.36247998849157,13.498077930148563,PVP01_0414400
22.110503992657165,42.74277840258981,31.850991886563303,24.213960235129232,37.723656848997635,38.60632545801427,25.948141010949733,95.14722657111759,34.6885656593651,19.105924315098502,PVP01_1256000
51.002066668011054,53.98701148352588,49.64833371533332,34.504872934391685,47.37050201703463,91.97337410995046,68.06960012244592,114.92841729599766,59.35486006791812,36.05155519080485,PVP01_1236000
0,0,0,0,0,0,0,0,0,0,PVP01_0424400
0,0,0,0,0,0,0,0,0,0,PVP01_0010660
25.410008321202643,32.12184558740083,13.442601318835013,50.49149702901732,47.83129878688367,46.302979558752746,25.72112424629298,22.437760906227766,30.76247235690347,19.73928982550273,PVP01_1471500
64.98750686302009,78.59295071697323,135.05821473552305,57.31362401748902,67.47421368664159,74.28298718655239,77.2356156749321,228.88531028048715,98.13409782840127,109.63214669907624,PVP01_1215100
0,0,0,0,0,0,0,0,0,0,PVP01_0840600
0,0,0,0,0,0,0,0,0,0,PVP01_0008840
7.142450265926844,10.883417084006306,30.2704231160119,7.001117966711553,5.992647299964274,12.993107104322469,10.610722936317728,74.5929548877102,8.859567724365627,5.102619018951762,PVP01_0211000
0,0,0,0,0,0,0,0,0,0,PVP01_0004500
